"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2040474","Residential Detached","S","LOT 3 COWRIE STREET","Sechelt District","2016","House/Single Family","0","Sunshine Coast","Sechelt","2/28/2017","CARRIE/PAT","3","$1,638.01","2/29/2016","029-157-056",,,"3/15/2016","$630,590","$243.00","0.96","3","4","R1","$659,900","15","2,595","$243.00","0.96","House/Single Family"
"R2046798","Residential Detached","S","1259 EWEN AVENUE","Queensborough","1932","House/Single Family","84","New Westminster","New Westminster","9/30/2016","ANNY OR TOUCHBASE","1","$2,212.07","3/15/2016","012-745-821",,,"3/16/2016","$631,888","$631.89","1.15","1","3","RQ-1","$549,000","1","1,000","$631.89","1.15","House/Single Family"
"R2041056","Residential Detached","S","3684 CEDAR DRIVE","Lincoln Park PQ","1959","House/Single Family","57","Port Coquitlam","Port Coquitlam","5/29/2016","SANDRA","1","$2,553.06","2/29/2016","005-103-894",,,"3/16/2016","$632,000","$626.98","1.01","1","3","RES","$625,000","16","1,008","$626.98","1.01","House/Single Family"
"R2040820","Residential Attached","S","906 550 PACIFIC STREET","Yaletown","2005","Apartment/Condo","11","Vancouver West","Vancouver","7/31/2016","KATHY PLEASE TEXT OR CALL","1","$1,810.10","2/29/2016","026-469-499",,"$328.12","3/13/2016","$632,000","$822.92","1.00","1","1","CD-1","$629,900","13","768","$822.92","1.00","Apartment/Condo"
"R2043237","Residential Attached","S","608 8100 SABA ROAD","Brighouse","2003","Apartment/Condo","13","Richmond","Richmond","12/31/2016","ANN","3","$2,174.00","3/8/2016","025-613-090",,"$444.03","3/14/2016","$633,000","$533.73","1.08","3","3","APT","$588,000","6","1,186","$533.73","1.08","Apartment/Condo"
"R2041921","Residential Attached","S","204 1637 E PENDER STREET","Hastings","2011","Townhouse","5","Vancouver East","Vancouver","9/4/2016","TEXT CASEY","1","$1,937.37","3/4/2016","028-143-965",,"$137.20","3/13/2016","$635,000","$541.81","0.98","2","2","VVEHA","$649,900","9","1,172","$541.81","0.98","Townhouse"
"R2042604","Residential Detached","S","8366 154 STREET","Fleetwood Tynehead","2016","House/Single Family","0","Surrey","Surrey","8/31/2016","Inder","6","$2,125.63","3/4/2016","029-072-204",,,"3/14/2016","$635,000","$192.60","0.51","6","7","RF","$1,250,000","10","3,297","$192.60","0.51","House/Single Family"
"R2043564","Residential Detached","S","44751 VANDELL DRIVE","Vedder S Watson-Promontory","2016","House/Single Family","0","Sardis","Chilliwack","5/31/2016","WAYNE","3","$0.00","3/7/2016","029-497-388",,,"3/14/2016","$635,000","$210.20","1.01","4","5","CD","$629,900","7","3,021","$210.20","1.01","House/Single Family"
"R2046707","Residential Detached","S","19357 120B AVENUE","Central Meadows","1972","House/Single Family","44","Pitt Meadows","Pitt Meadows","9/16/2016","COLIN","2","$3,860.66","3/16/2016","004-636-228",,,"3/16/2016","$637,000","$327.34","1.16","2","3","R1","$549,900","0","1,946","$327.34","1.16","House/Single Family"
"R2047462","Residential Detached","S","8671 MAYNARD TERRACE","Mission BC","2011","House/Single Family","5","Mission","Mission","3/31/2017","Touchbase","4","$5,125.90","3/12/2016","027-498-506",,,"3/13/2016","$639,000","$177.99","0.98","4","5","RES","$649,000","1","3,590","$177.99","1.00","House/Single Family"
"R2041852","Residential Attached","S","102 1450 PENNYFARTHING DRIVE","False Creek","1983","Apartment/Condo","33","Vancouver West","Vancouver","6/4/2016","The Kavanagh Group","1","$1,778.28","3/4/2016","002-625-881","12","$436.88","3/15/2016","$639,000","$738.73","1.00","1","1","FCCDD","$639,000","11","865","$738.73","1.00","Apartment/Condo"
"R2046905","Residential Attached","S","43 2855 158 STREET","Sunnyside Park Surrey","2016","Townhouse","0","South Surrey White Rock","Surrey","6/30/2016","Eva Marsh","2","$0.00","3/14/2016","900-578-453","3",,"3/15/2016","$639,900","$338.75","1.00","3","3","MULTI","$639,900","1","1,889","$338.75","1.00","Townhouse"
"R2045042","Residential Detached","S","23885 113 AVENUE","Cottonwood MR","1998","House/Single Family","18","Maple Ridge","Maple Ridge","6/2/2016","RON","3","$4,528.14","3/8/2016","023-804-564",,,"3/14/2016","$640,000","$216.58","1.00","3","3","RES","$639,900","6","2,955","$216.58","1.00","House/Single Family"
"R2043623","Residential Detached","S","8505 THORPE STREET","Mission BC","2007","House/Single Family","9","Mission","Mission","3/31/2017","TOUCHBASE","4","$4,470.33","3/3/2016","026-786-508",,,"3/14/2016","$641,800","$200.69","1.07","4","6","RES","$599,000","11","3,198","$200.69","1.07","House/Single Family"
"R2042475","Residential Detached","S","3656 SEFTON STREET","Glenwood PQ","2012","House/Single Family","4","Port Coquitlam","Port Coquitlam","7/31/2016","LUC PREVILLE","1","$2,371.05","3/7/2016","008-121-435",,,"3/13/2016","$645,000","$501.95","1.01","1","3","RS1","$639,900","6","1,285","$501.95","1.01","House/Single Family"
"R2044227","Residential Attached","S","26 103 PARKSIDE DRIVE","Heritage Mountain","1993","Townhouse","23","Port Moody","Port Moody","9/30/2016","FARA","2","$2,867.84","3/10/2016","018-220-819",,"$304.20","3/15/2016","$648,000","$360.80","1.03","3","3","RM-4","$629,900","5","1,796","$360.80","1.03","Townhouse"
"R2039298","Residential Attached","S","S201 7828 GRANVILLE STREET","Marpole","2017","Apartment/Condo","0","Vancouver West","Vancouver","8/24/2016","GWEN BIAN","2","$0.00","2/24/2016","800-103-175","4","$341.57","3/14/2016","$649,800","$752.95","1.00","2","2","RM-9N","$649,800","19","863","$752.95","1.00","Apartment/Condo"
"R2043727","Residential Attached","S","312 1205 HOWE STREET","Downtown VW","2010","Apartment/Condo","6","Vancouver West","Vancouver","6/3/2016","TEXT BARRET NO TOUCHBASE","1","$1,651.00","3/9/2016","028-097-416",,"$323.76","3/14/2016","$650,000","$970.15","1.09","1","1","DD","$598,000","5","670","$970.15","1.09","Apartment/Condo"
"R2043184","Residential Attached","S","2904 501 PACIFIC STREET","Downtown VW","2000","Apartment/Condo","16","Vancouver West","Vancouver","12/23/2016","Lucian Grigore","1","$1,665.15","3/7/2016","024-640-336","33","$337.51","3/15/2016","$650,000","$1,041.67","1.00","1","1","CD-1","$650,000","8","624","$1,041.67","1.00","Apartment/Condo"
"R2027881","Residential Attached","S","1705 6888 COONEY ROAD","Brighouse","2013","Apartment/Condo","3","Richmond","Richmond","5/30/2016","ARTHUR CHOW","2","$2,668.00","1/25/2016","028-941-501","14","$307.17","3/13/2016","$650,000","$729.52","0.99","2","2","ZHR5","$659,000","48","891","$729.52","0.97","Apartment/Condo"
"R2044526","Residential Attached","S","602 2077 ROSSER AVENUE","Brentwood Park","2013","Apartment/Condo","3","Burnaby North","Burnaby","5/31/2016","TEXT KATIE WU","2","$2,773.27","3/4/2016","029-039-771",,"$327.17","3/16/2016","$650,000","$684.21","1.09","2","2","CD","$599,000","12","950","$684.21","1.09","Apartment/Condo"
"R2043674","Residential Attached","S","303 5725 AGRONOMY ROAD","University VW","2006","Apartment/Condo","10","Vancouver West","Vancouver","3/4/2017","TEXT LARRIE OR TOUCHBASE","2","$1,585.13","3/4/2016","026-868-491",,"$282.22","3/13/2016","$650,000","$729.52","1.00","2","2","RES","$649,000","9","891","$729.52","1.00","Apartment/Condo"
"R2045090","Residential Detached","S","34297 LUKIV TERRACE","Central Abbotsford","2012","House/Single Family","4","Abbotsford","Abbotsford","9/9/2016","Harj Brar","3","$4,196.06","3/9/2016","028-349-326",,,"3/16/2016","$650,000","$221.77","1.00","4","4","RS5","$648,888","7","2,931","$221.77","1.00","House/Single Family"
"R2042863","Residential Attached","S","2505 2982 BURLINGTON DRIVE","North Coquitlam","2009","Apartment/Condo","7","Coquitlam","Coquitlam","6/30/2016","STEVE CHUNG","2","$3,108.51","3/7/2016","027-843-602","27","$435.63","3/14/2016","$650,000","$528.89","1.09","2","3","APT","$599,000","7","1,229","$528.89","1.09","Apartment/Condo"
"R2043809","Residential Detached","S","37 6195 168 STREET","Cloverdale BC","2006","House/Single Family","10","Cloverdale","Surrey","9/4/2016","Rosemary Azu","2","$2,846.66","3/4/2016","026-512-076",,"$316.36","3/14/2016","$650,000","$200.12","0.93","3","6","RM","$699,000","10","3,248","$200.12","0.93","House/Single Family"
"R2044538","Residential Attached","S","54 24185 106B AVENUE","Albion","2009","Townhouse","7","Maple Ridge","Maple Ridge","7/10/2016","DARCY","2","$3,719.35","3/10/2016","027-644-537",,"$326.55","3/14/2016","$651,000","$238.55","1.09","3","4","RM1","$599,900","4","2,729","$238.55","1.09","Townhouse"
"R2043012","Residential Attached","S","1602 120 MILROSS AVENUE","Mount Pleasant VE","2004","Apartment/Condo","12","Vancouver East","Vancouver","9/30/2016","ROSS TEXT","1","$1,506.06","3/7/2016","026-041-596","24","$381.58","3/14/2016","$651,000","$835.69","1.09","1","2","CD-1","$599,800","7","779","$835.69","1.09","Apartment/Condo"
"R2042033","Residential Detached","S","8879 128 STREET","Queen Mary Park Surrey","1977","House/Single Family","39","Surrey","Surrey","6/30/2016","Amrik Cheema","2","$2,796.78","3/2/2016","001-753-029",,,"3/16/2016","$652,000","$496.95","1.09","2","3","SFD","$599,900","14","1,312","$496.95","1.09","House/Single Family"
"R2046476","Residential Detached","S","12051 234 STREET","East Central","1985","House/Single Family","31","Maple Ridge","Maple Ridge","5/12/2016","JEANNIE OR KIMIKO/TOUCHBASE","3","$3,926.98","3/12/2016","001-178-296",,,"3/14/2016","$652,000","$292.77","1.03","3","5","RS1-B","$635,000","2","2,227","$292.77","1.03","House/Single Family"
"R2042285","Residential Detached","S","11292 ROXBURGH ROAD","Bolivar Heights","1986","House/Single Family","30","North Surrey","Surrey","9/30/2016","Sukh Sangha","3","$2,793.99","3/7/2016","001-457-195",,,"3/14/2016","$655,000","$279.56","0.96","3","6","RF","$679,900","7","2,343","$279.56","0.96","House/Single Family"
"R2038010","Residential Detached","S","21499 51B AVENUE","Murrayville","1998","House/Single Family","18","Langley","Langley","8/23/2016","Touchbase Preferred","3","$4,117.08","2/23/2016","023-739-355",,,"3/14/2016","$655,000","$290.85","0.98","3","5","R-1D","$669,900","20","2,252","$290.85","0.98","House/Single Family"
"R2042719","Residential Attached","S","205 2755 MAPLE STREET","Kitsilano","1997","Apartment/Condo","19","Vancouver West","Vancouver","12/31/2016","Kevin or Touchbase","2","$1,689.90","3/7/2016","023-591-935","4","$355.37","3/15/2016","$656,000","$765.46","1.10","2","2","C-7","$599,000","8","857","$765.46","1.10","Apartment/Condo"
"R2043300","Residential Detached","S","34836 COOPER PLACE","Abbotsford East","1993","House/Single Family","23","Abbotsford","Abbotsford","9/10/2016","Touchbase","3","$4,362.28","3/9/2016","018-171-711",,,"3/13/2016","$656,000","$216.00","1.17","3","6","RS3","$559,900","4","3,037","$216.00","1.17","House/Single Family"
"R2043039","Residential Detached","S","20185 44TH AVENUE","Langley City","1975","House/Single Family","41","Langley","Langley","5/8/2016","Anne Chow","1","$3,606.93","3/8/2016","006-382-461",,,"3/14/2016","$660,000","$414.05","1.10","2","3","RS1","$599,999","6","1,594","$414.05","1.10","House/Single Family"
"R2045236","Residential Detached","S","14876 88 AVENUE","Bear Creek Green Timbers","1975","House/Single Family","41","Surrey","Surrey","10/31/2016","Please touchbase!","2","$3,213.10","3/16/2016","006-392-458",,,"3/16/2016","$660,000","$331.99","0.99","2","4","RF","$668,888","0","1,988","$331.99","0.99","House/Single Family"
"R2040203","Residential Detached","S","11763 195A STREET","South Meadows","1970","House/Single Family","46","Pitt Meadows","Pitt Meadows","5/31/2016","604-818-9851","1","$3,817.24","2/29/2016","007-789-190",,,"3/13/2016","$660,000","$364.84","1.02","2","4","R-1","$649,900","13","1,809","$364.84","0.96","House/Single Family"
"R2043118","Residential Detached","S","30589 STEELHEAD COURT","Abbotsford West","2002","House/Single Family","14","Abbotsford","Abbotsford","6/30/2016","Matt Thiessen","3","$3,984.78","3/8/2016","024-199-371",,,"3/14/2016","$660,000","$241.49","1.10","3","6","RS3","$599,900","6","2,733","$241.49","1.10","House/Single Family"
"R2041416","Residential Attached","S","3705 6333 SILVER AVENUE","Metrotown","2015","Apartment/Condo","1","Burnaby South","Burnaby","3/2/2017","MIKE ZHANG","2","$0.00","3/2/2016","029-564-981",,"$299.01","3/16/2016","$660,000","$823.97","0.96","2","2","APT","$688,000","14","801","$823.97","0.96","Apartment/Condo"
"R2042833","Residential Attached","S","91 N GARDEN DRIVE","Hastings","2012","Townhouse","4","Vancouver East","Vancouver","6/30/2016","604-263-1144","2","$1,665.15","3/7/2016","029-001-277","4","$234.08","3/14/2016","$661,000","$609.22","1.05","3","3","RM-3A","$629,000","7","1,085","$609.22","1.05","Townhouse"
"R2043130","Residential Attached","S","202 12 ATHLETES WAY","False Creek","2010","Apartment/Condo","6","Vancouver West","Vancouver","12/31/2016","Sarf/ Touchbase/ Text","1","$1,644.93","3/7/2016","028-246-993",,"$397.87","3/14/2016","$662,500","$933.10","1.04","1","1","STRATA","$639,900","7","710","$933.10","1.04","Apartment/Condo"
"R2044467","Residential Detached","S","21445 123 AVENUE","West Central","1965","House/Single Family","51","Maple Ridge","Maple Ridge","6/9/2016","Sonja Jones","2","$3,657.48","3/9/2016","010-438-173",,,"3/14/2016","$663,900","$339.42","1.11","2","4","RS1","$599,900","5","1,956","$339.42","1.11","House/Single Family"
"R2032663","Residential Detached","S","9 50778 LEDGESTONE PLACE","Eastern Hillsides","2016","House/Single Family","0","Chilliwack","Chilliwack","5/9/2016","CAM VAN KLEI","2","$1,093.00","2/9/2016","029-133-009",,"$83.00","3/16/2016","$664,900","$185.83","0.99","3","3","R3","$669,900","36","3,578","$185.83","1.01","House/Single Family"
"R2043000","Residential Attached","S","103 1210 FALCON DRIVE","Upper Eagle Ridge","1985","Townhouse","31","Coquitlam","Coquitlam","6/17/2016","PEDRO","2","$2,340.00","3/7/2016","002-207-516","3","$335.00","3/15/2016","$665,000","$346.35","1.33","3","3","STRATA","$498,800","8","1,920","$346.35","1.33","Townhouse"
"R2043888","Residential Attached","S","1705 588 BROUGHTON STREET","Coal Harbour","1995","Apartment/Condo","21","Vancouver West","Vancouver","8/31/2016","ANGELA ZUPANEC","1","$1,662.08","3/8/2016","023-147-423","28","$351.00","3/16/2016","$666,000","$998.50","1.16","1","1","CD1","$575,000","8","667","$998.50","1.16","Apartment/Condo"
"R2046901","Residential Attached","S","7 2855 158 STREET","Sunnyside Park Surrey","2016","Townhouse","0","South Surrey White Rock","Surrey","6/30/2016","Eva Marsh","2","$0.00","3/14/2016","900-578-455","3","$158.70","3/15/2016","$669,900","$361.13","1.00","3","3","MULTI","$669,900","1","1,855","$361.13","1.00","Townhouse"
"R2042407","Residential Attached","S","20 3431 GALLOWAY AVENUE","Burke Mountain","2012","Townhouse","4","Coquitlam","Coquitlam","9/7/2016","JASON CHEUNG","2","$2,954.79","3/7/2016","028-831-331","3","$216.65","3/14/2016","$670,000","$437.91","1.12","3","3","STRATA","$599,000","7","1,530","$437.91","1.12","Townhouse"
"R2043784","Residential Attached","S","203 919 STATION STREET","Mount Pleasant VE","2005","Apartment/Condo","11","Vancouver East","Vancouver","6/6/2016","SHELAGH","1","$1,986.87","3/6/2016","026-223-422","8","$481.48","3/15/2016","$670,000","$597.15","0.99","2","2","STRATA","$674,900","9","1,122","$597.15","0.99","Apartment/Condo"
"R2035875","Residential Detached","S","8177 MELBURN DRIVE","Mission BC","2006","House/Single Family","10","Mission","Mission","7/15/2016","Martin Engh","2","$4,790.00","2/15/2016","026-093-278",,,"3/13/2016","$670,000","$192.92","1.00","3","3","RES","$668,800","27","3,473","$192.92","1.00","House/Single Family"
"R2044549","Residential Detached","S","35830 TIMBERLANE DRIVE","Abbotsford East","1998","House/Single Family","18","Abbotsford","Abbotsford","7/30/2016","Kurt & Touchbase","3","$4,549.35","3/11/2016","008-946-078",,,"3/14/2016","$670,000","$168.38","1.01","4","5","RS2","$665,000","3","3,979","$168.38","1.01","House/Single Family"
"R2044765","Residential Detached","S","3214 266A STREET","Aldergrove Langley","2006","House/Single Family","10","Langley","Langley","7/9/2016","Bryan","3","$3,951.00","3/9/2016","026-384-485",,,"3/14/2016","$670,000","$266.08","1.03","3","4","R-1B","$649,900","5","2,518","$266.08","1.03","House/Single Family"
"R2044890","Residential Detached","S","24021 HILL AVENUE","Albion","2001","House/Single Family","15","Maple Ridge","Maple Ridge","7/25/2016","TARYN OR BRIAN","2","$4,030.63","3/9/2016","024-944-017",,,"3/16/2016","$672,000","$291.16","1.00","3","4","R3","$669,900","7","2,308","$291.16","1.00","House/Single Family"
"R2040836","Residential Detached","S","8626 148 STREET","Bear Creek Green Timbers","9999","House/Single Family","999","Surrey","Surrey","4/30/2016","Baljit S. Sandhu","1","$2,423.07","3/1/2016","007-975-112",,,"3/13/2016","$673,000","$670.32","1.05","1","3","SFD","$639,900","8","1,004","$670.32","1.05","House/Single Family"
"R2045358","Residential Attached","S","59 10489 DELSOM CRESCENT","Nordel","2012","Townhouse","4","N. Delta","Delta","7/14/2016","WestCor Group","3","$3,335.00","3/14/2016","028-777-131",,"$0.00","3/15/2016","$675,000","$323.28","1.08","4","4","CD","$625,000","1","2,088","$323.28","1.08","Townhouse"
"R2044886","Residential Detached","S","134 23925 116 AVENUE","Cottonwood MR","2007","House/Single Family","9","Maple Ridge","Maple Ridge","6/10/2016","TOUCHBASE KELLY","3","$3,784.48","3/9/2016","026-914-859",,"$66.00","3/14/2016","$675,000","$245.54","1.07","4","4","RM-1","$629,000","5","2,749","$245.54","1.07","House/Single Family"
"R2042405","Residential Detached","S","19907 47A AVENUE","Langley City","1982","House/Single Family","34","Langley","Langley","5/31/2016","Touchbase","2","$3,379.09","3/9/2016","003-039-188",,,"3/13/2016","$675,000","$335.82","1.04","2","4","RES","$649,000","4","2,010","$335.82","1.04","House/Single Family"
"R2034845","Residential Attached","S","24 1219 BURKE MOUNTAIN STREET","Burke Mountain","2014","Townhouse","2","Coquitlam","Coquitlam","5/31/2016","MATT, TOUCHBASE","2","$2,912.38","2/15/2016","029-333-211",,"$201.96","3/13/2016","$675,000","$431.31","0.98","3","3","MF","$689,000","27","1,565","$431.31","0.98","Townhouse"
"R2042274","Residential Attached","S","5 1450 VIDAL STREET","White Rock","2012","Townhouse","4","South Surrey White Rock","White Rock","6/30/2016","TOUCHBASE RAY","2","$3,580.00","3/4/2016","029-002-397","3","$206.71","3/13/2016","$675,000","$391.30","1.09","3","3","STRATA","$618,800","9","1,725","$391.30","1.09","Townhouse"
"R2030910","Residential Detached","S","14258 110 AVENUE","Bolivar Heights","1949","House/Single Family","67","North Surrey","Surrey","8/3/2016","SUKH SANGHA","2","$2,534.91","2/3/2016","010-319-611",,,"3/15/2016","$675,000","$327.99","0.97","2","5","RF","$699,000","41","2,058","$327.99","0.97","House/Single Family"
"V1107470","Land Only","S","638 SKYWATER DRIVE","Salt Spring Island",,,,"Islands-Van. & Gulf","No City Value","6/30/2016","LIANE READ",,"$0.00","2/23/2015","029-326-583",,,"3/16/2016","$675,000",,"0.94",,,"R","$720,000","387",,,"0.59","Other"
"R2046248","Residential Attached","S","2010 668 CITADEL PARADE","Downtown VW","2007","Apartment/Condo","9","Vancouver West","Vancouver","6/30/2016","Team Eddie Yan","2","$2,107.08","3/15/2016","027-174-603",,"$422.70","3/16/2016","$675,000","$718.09","1.00","2","2","CD1","$675,000","1","940","$718.09","1.00","Apartment/Condo"
"R2029575","Residential Detached","S","13142 108 AVENUE","Whalley","9999","House/Single Family","999","North Surrey","Surrey","9/28/2016","Tony Bal","2","$2,695.20","1/28/2016","002-424-819",,,"3/14/2016","$679,500","$556.97","1.00","2","3","SFD","$679,879","46","1,220","$556.97","0.97","House/Single Family"
"R2042344","Residential Detached","S","10369 125 STREET","Cedar Hills","1955","House/Single Family","61","North Surrey","Surrey","9/2/2016","TOUCHBASE OR MELISSA","2","$2,597.36","3/2/2016","007-475-195",,,"3/14/2016","$680,000","$287.16","1.13","2","6","CD","$599,900","12","2,368","$287.16","1.13","House/Single Family"
"R2038585","Residential Detached","S","2424 MOUNTAIN DRIVE","Abbotsford East","1989","House/Single Family","27","Abbotsford","Abbotsford","10/30/2016","Super Dario","4","$4,559.50","2/22/2016","011-780-401",,,"3/15/2016","$680,000","$218.09","1.00","4","6","RS3","$679,900","22","3,118","$218.09","1.00","House/Single Family"
"R2038193","Residential Detached","S","2858 269 STREET","Aldergrove Langley","2016","House/Single Family","0","Langley","Langley","5/31/2016","JONATHAN","2","$0.00","2/23/2016","029-703-158",,,"3/14/2016","$682,000","$271.50","1.01","3","4","R1-B","$674,900","20","2,512","$271.50","1.01","House/Single Family"
"R2046689","Residential Detached","S","3164 SWALLOW PLACE","Abbotsford West","1992","House/Single Family","24","Abbotsford","Abbotsford","3/5/2017","Harp Khela","3","$4,486.11","3/14/2016","016-178-751",,,"3/16/2016","$685,000","$195.21","0.99","4","5","RS3","$688,800","2","3,509","$195.21","0.99","House/Single Family"
"R2038344","Residential Attached","S","105 1460 SOUTHVIEW STREET","Burke Mountain","2011","Townhouse","5","Coquitlam","Coquitlam","5/31/2016","WINNIE","3","$3,177.45","2/24/2016","028-680-537",,"$218.65","3/13/2016","$685,000","$370.27","0.99","4","3","MFD","$689,000","18","1,850","$370.27","0.99","Townhouse"
"R2037763","Residential Attached","S","3709 6461 TELFORD AVENUE","Metrotown","2014","Apartment/Condo","2","Burnaby South","Burnaby","10/31/2016","HAIDY","2","$3,330.74","2/21/2016","029-342-147",,"$314.66","3/14/2016","$688,000","$727.27","0.94","2","2","RM5S","$728,800","22","946","$727.27","0.94","Apartment/Condo"
"R2044094","Residential Attached","S","206 1477 W PENDER STREET","Coal Harbour","2011","Apartment/Condo","5","Vancouver West","Vancouver","6/7/2016","CONNIE WU-TXT OK","1","$1,970.00","3/8/2016","028-572-432",,"$440.00","3/14/2016","$688,000","$842.11","1.00","1","1","CD-1","$688,000","6","817","$842.11","1.00","Apartment/Condo"
"R2043230","Residential Attached","S","210 1355 HARWOOD STREET","West End VW","1975","Apartment/Condo","41","Vancouver West","Vancouver","5/8/2016","Garrett Robinson","2","$1,905.56","3/8/2016","003-769-771",,"$541.63","3/15/2016","$689,000","$661.23","1.08","2","2","RM-5A","$639,000","7","1,042","$661.23","1.08","Apartment/Condo"
"R2043334","Residential Attached","S","128 2738 158 STREET","Grandview Surrey","2010","Townhouse","6","South Surrey White Rock","Surrey","9/8/2016","Shawn","3","$2,983.02","3/8/2016","028-175-476","3","$389.19","3/15/2016","$690,000","$294.62","1.10","4","4","MF","$629,900","7","2,342","$294.62","1.10","Townhouse"
"R2042356","Residential Attached","S","50 8355 DELSOM WAY","Nordel","2010","Townhouse","6","N. Delta","Delta","12/15/2016","Lotus Yuen","3","$3,285.52","2/29/2016","028-356-527",,"$327.54","3/13/2016","$691,000","$336.74","1.15","4","4","CD3482","$600,000","13","2,052","$336.74","1.15","Townhouse"
"R2042977","Residential Detached","S","12157 207A STREET","Northwest Maple Ridge","1988","House/Single Family","28","Maple Ridge","Maple Ridge","9/7/2016","Peter McKenna","2","$3,975.35","3/7/2016","005-664-209",,,"3/15/2016","$691,000","$322.90","1.08","3","4","RES","$638,000","8","2,140","$322.90","1.08","House/Single Family"
"R2041653","Residential Detached","S","1543 BRIDGMAN AVENUE","Glenwood PQ","1983","House/Single Family","33","Port Coquitlam","Port Coquitlam","8/30/2016","ANNY AN","2","$3,008.66","2/29/2016","003-067-742",,,"3/14/2016","$692,000","$408.26","1.00","2","5","RS2","$689,000","14","1,695","$408.26","1.00","House/Single Family"
"R2044506","Residential Detached","S","19900 48 AVENUE","Langley City","1983","House/Single Family","33","Langley","Langley","9/7/2016","Dan","2","$3,212.30","3/7/2016","000-487-503",,,"3/13/2016","$693,100","$357.45","1.10","2","4","RS1","$628,800","6","1,939","$357.45","1.10","House/Single Family"
"R2043037","Residential Detached","S","10459 MAIN STREET","Nordel","1972","House/Single Family","44","N. Delta","Delta","8/31/2016","Linda Sue Peaker","2","$2,591.61","3/7/2016","004-680-111",,,"3/14/2016","$699,000","$340.81","1.00","3","4","RM1","$699,000","7","2,051","$340.81","1.00","House/Single Family"
"R2044973","Residential Detached","S","14365 GLADSTONE DRIVE","Bolivar Heights","1977","House/Single Family","39","North Surrey","Surrey","6/14/2016","Sukh Sangha","2","$2,814.50","3/14/2016","004-279-981",,,"3/16/2016","$699,000","$354.10","1.01","2","5","RF","$689,000","2","1,974","$354.10","1.01","House/Single Family"
"V1141646","Residential Detached","S","5122 SUNSHINE COAST HIGHWAY","Sechelt District","2015","House/Single Family","1","Sunshine Coast","Sechelt","5/31/2016","JOHN MCKENZIE","2","$4,508.00","8/31/2015","012-197-653",,,"3/14/2016","$699,000","$224.76","1.00","2","3","R1","$699,000","196","3,110","$224.76","0.96","House/Single Family"
"R2042788","Residential Detached","S","36030 MARSHALL ROAD","Abbotsford East","1996","House/Single Family","20","Abbotsford","Abbotsford","9/1/2016","The Siebert Team","4","$4,556.71","3/7/2016","023-075-465",,,"3/13/2016","$700,000","$172.75","1.09","4","6","RS3","$640,000","6","4,052","$172.75","1.09","House/Single Family"
"R2037018","Residential Attached","S","29 728 W 14TH STREET","Hamilton","2008","Townhouse","8","North Vancouver","North Vancouver","4/30/2016","LISA","1","$2,352.13","2/19/2016","027-295-010",,"$283.00","3/13/2016","$700,000","$622.22","1.00","1","2","MF","$699,999","23","1,125","$622.22","1.00","Townhouse"
"R2044426","Residential Attached","S","68 14877 33 AVENUE","King George Corridor","1997","Townhouse","19","South Surrey White Rock","Surrey","9/9/2016","Helmut","2","$3,545.60","3/9/2016","023-926-945",,"$324.38","3/14/2016","$700,000","$390.63","0.97","3","3","MR-15","$718,000","5","1,792","$390.63","0.97","Townhouse"
"R2043630","Residential Detached","S","16525 59A AVENUE","Cloverdale BC","2005","House/Single Family","11","Cloverdale","Surrey","9/10/2016","WES","3","$2,995.75","3/10/2016","026-039-788",,,"3/13/2016","$700,000","$269.54","1.13","4","5","SF","$620,000","3","2,597","$269.54","1.13","House/Single Family"
"R2042966","Residential Attached","S","85 8355 DELSOM WAY","Nordel","2010","Townhouse","6","N. Delta","Delta","3/7/2017","Linda Shaver","3","$3,285.52","3/5/2016","028-213-696",,"$327.54","3/14/2016","$700,000","$332.86","1.10","4","4","CD348","$634,800","9","2,103","$332.86","1.10","Townhouse"
"R2044471","Residential Attached","S","68 1930 CEDAR VILLAGE CRESCENT","Westlynn","1979","Townhouse","37","North Vancouver","North Vancouver","6/15/2016","MAUREEN BROOKS","2","$2,176.60","3/8/2016","005-461-120",,"$320.00","3/15/2016","$705,000","$400.34","1.09","2","3","MF","$645,000","7","1,761","$400.34","1.09","Townhouse"
"R2043557","Residential Attached","S","506 588 BROUGHTON STREET","Coal Harbour","1995","Apartment/Condo","21","Vancouver West","Vancouver","9/30/2016","CYNTHIA","1","$1,411.07","3/8/2016","023-146-460",,"$351.00","3/15/2016","$705,000","$1,056.97","1.08","1","1","APT","$649,900","7","667","$1,056.97","1.08","Apartment/Condo"
"R2044050","Residential Detached","S","3736 COAST MERIDIAN ROAD","Oxford Heights","1976","House/Single Family","40","Port Coquitlam","Port Coquitlam","6/30/2016","KERRY","2","$2,674.08","3/8/2016","003-891-704",,,"3/15/2016","$705,000","$342.23","1.20","2","5","RS1","$588,000","7","2,060","$342.23","1.20","House/Single Family"
