"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2026807","Residential Attached","S","323 95 MOODY STREET","Port Moody Centre","2013","Townhouse","3","Port Moody","Port Moody","4/18/2016","BARB FLESHER","2","$2,210.03","1/18/2016","029-130-166","6","$265.54","3/19/2016","$482,500","$515.49","0.97","3","2","STRATA","$498,000","61","936","$515.49","0.97","Townhouse"
"R2045799","Residential Attached","S","73 3010 RIVERBEND DRIVE","Coquitlam East","2011","Townhouse","5","Coquitlam","Coquitlam","9/10/2016","NIDA BALATBAT","2","$2,297.44","3/11/2016","028-627-610",,"$180.33","3/18/2016","$485,000","$395.92","1.13","2","2","RM-2","$429,900","7","1,225","$395.92","1.13","Townhouse"
"R2046949","Residential Attached","S","26 8737 212 STREET","Walnut Grove","1989","Townhouse","27","Langley","Langley","6/30/2016","Keith","2","$2,937.66","3/18/2016","014-239-868",,"$304.00","3/20/2016","$485,900","$304.26","1.16","3","3","RM 2","$419,900","2","1,597","$304.26","1.16","Townhouse"
"R2050087","Residential Detached","S","2926 BABICH STREET","Central Abbotsford","1980","House/Single Family","36","Abbotsford","Abbotsford","3/31/2017","Touchbase","2","$3,471.31","3/16/2016","006-737-811",,,"3/18/2016","$487,000","$209.91","1.00","2","4","RS3","$489,000","2","2,320","$209.91","1.00","House/Single Family"
"R2043025","Residential Attached","S","417 8120 JONES ROAD","Brighouse South","2004","Apartment/Condo","12","Richmond","Richmond","9/30/2016","KATHY","2","$1,826.22","3/7/2016","025-996-061",,"$298.00","3/20/2016","$489,000","$433.90","1.00","2","3","APT","$489,000","13","1,127","$433.90","1.00","Apartment/Condo"
"R2045317","Residential Attached","S","408 5955 IONA DRIVE","University VW","2007","Apartment/Condo","9","Vancouver West","Vancouver","6/30/2016","William Lew, Text or TB","1","$1,004.55","3/14/2016","026-918-064","4","$174.17","3/16/2016","$490,000","$844.83","1.02","1","1","APT","$480,000","2","580","$844.83","1.02","Apartment/Condo"
"R2010340","Land Only","S","343 AERIE TREE LANE","Bowen Island",,,,"Bowen Island","Bowen Island","10/31/2016","MICHELLE",,"$2,045.82","10/20/2015","026-185-717",,,"3/18/2016","$490,000",,"0.99",,,"RR1","$495,000","150",,,"0.99","Other"
"R2045130","Residential Attached","S","3308 1188 PINETREE WAY","North Coquitlam","2016","Apartment/Condo","0","Coquitlam","Coquitlam","7/31/2016","FRANKIE CHU","2","$0.00","3/12/2016","029-733-839","48","$259.69","3/16/2016","$490,500","$606.30","1.00","2","2","MFD","$489,000","4","809","$606.30","1.00","Apartment/Condo"
"R2046736","Residential Detached","S","3230 SADDLE STREET","Abbotsford East","1977","House/Single Family","39","Abbotsford","Abbotsford","6/29/2016","Anita","2","$3,201.70","3/14/2016","003-683-761",,,"3/20/2016","$491,000","$223.18","1.09","3","4","RS3","$450,000","6","2,200","$223.18","1.09","House/Single Family"
"R2039524","Residential Detached","S","10249 MANOR DRIVE","Fairfield Island","2016","House/Single Family","0","Chilliwack","Chilliwack","7/30/2016","Norm","2","$0.00","2/25/2016","029-577-519",,,"3/19/2016","$491,000","$238.35","1.01","3","4","R3","$486,000","23","2,060","$238.35","1.03","House/Single Family"
"R2040931","Residential Detached","S","32294 CORDOVA AVENUE","Abbotsford West","1979","House/Single Family","37","Abbotsford","Abbotsford","5/24/2017","Kamal Gill","2","$3,145.35","2/24/2016","005-051-614",,,"3/20/2016","$491,500","$208.97","0.98","3","5","RS3","$499,900","25","2,352","$208.97","0.98","House/Single Family"
"R2016468","Residential Detached","S","10238 MANOR DRIVE","Fairfield Island","2016","House/Single Family","0","Chilliwack","Chilliwack","4/30/2016","Norm","3","$0.00","11/20/2015","029-577-560",,,"3/16/2016","$493,189","$191.16","1.04","3","3","R3","$474,000","117","2,580","$191.16","1.10","House/Single Family"
"R2047814","Residential Detached","S","2778 PRINCESS STREET","Abbotsford West","1967","House/Single Family","49","Abbotsford","Abbotsford","8/2/2016","David","2","$2,963.74","3/19/2016","008-691-584",,,"3/20/2016","$494,000","$246.26","1.05","2","5","RS 3","$469,900","1","2,006","$246.26","1.05","House/Single Family"
"R2041791","Residential Attached","S","120 20449 66 AVENUE","Willoughby Heights","2006","Townhouse","10","Langley","Langley","6/3/2016","Touchbase Aron","2","$2,863.45","3/3/2016","026-633-981",,"$234.63","3/17/2016","$494,000","$263.89","0.99","3","3","CD-42","$499,000","14","1,872","$263.89","0.99","Townhouse"
"R2040671","Residential Attached","S","211 500 KLAHANIE DRIVE","Port Moody Centre","2007","Apartment/Condo","9","Port Moody","Port Moody","6/1/2016","ALEXTOUCHBASE","2","$2,069.45","3/1/2016","026-763-621","4","$334.31","3/17/2016","$494,000","$480.08","0.99","2","2","STRATA","$499,000","16","1,029","$480.08","0.99","Apartment/Condo"
"R2038222","Residential Attached","S","708 7979 FIRBRIDGE WAY","Brighouse","2013","Apartment/Condo","3","Richmond","Richmond","6/30/2016","ALEX CHOW","2","$1,813.43","2/23/2016","029-196-451",,"$289.58","3/17/2016","$495,000","$618.75","0.96","2","2","RES","$518,000","23","800","$618.75","0.96","Apartment/Condo"
"R2044520","Residential Detached","S","2879 CROSSLEY DRIVE","Abbotsford West","1990","House/Single Family","26","Abbotsford","Abbotsford","6/10/2016","Touchbase Please","2","$3,290.64","3/10/2016","014-635-607",,,"3/19/2016","$496,000","$348.07","0.99","2","3","RS3","$499,725","9","1,425","$348.07","0.99","House/Single Family"
"R2044058","Residential Attached","S","301 1702 CHESTERFIELD AVENUE","Central Lonsdale","1993","Apartment/Condo","23","North Vancouver","North Vancouver","6/30/2016","Andrea","2","$1,702.67","3/9/2016","018-027-164","3","$474.52","3/18/2016","$499,000","$535.41","1.00","2","2","RES","$499,000","9","932","$535.41","1.00","Apartment/Condo"
"R2045441","Residential Attached","S","2 8052 TIMBER LANE","Alpine Meadows","1976","Townhouse","40","Whistler","Whistler","8/15/2016","STEVEN","1","$2,797.63","3/14/2016","003-692-558",,"$226.00","3/20/2016","$499,000","$441.59","1.00","1","3","R1","$499,000","6","1,130","$441.59","1.00","Townhouse"
"R2045564","Residential Detached","S","2026 MARTENS STREET","Poplar","9999","House/Single Family","999","Abbotsford","Abbotsford","9/12/2016","Randy or Cass","2","$3,080.91","3/12/2016","006-143-059",,,"3/20/2016","$499,700","$253.40","1.00","2","3","RS3","$499,700","8","1,972","$253.40","1.00","House/Single Family"
"R2039590","Residential Attached","S","303 1042 NELSON STREET","West End VW","1987","Apartment/Condo","29","Vancouver West","Vancouver","7/1/2016","BRUCE","2","$1,392.92","2/28/2016","005-348-315",,"$457.88","3/16/2016","$501,000","$486.41","0.98","2","2","RM-5B","$509,900","17","1,030","$486.41","0.98","Apartment/Condo"
"R2042889","Residential Attached","S","209 2968 SILVER SPRINGS BOULEVARD","Westwood Plateau","2005","Apartment/Condo","11","Coquitlam","Coquitlam","8/31/2016","Text Ken NO Touchbase","2","$2,293.24","3/7/2016","026-279-053",,"$338.90","3/18/2016","$505,000","$438.37","1.15","2","3","RES","$439,800","11","1,152","$438.37","1.15","Apartment/Condo"
"R2034669","Residential Detached","S","2905 CROSSLEY DRIVE","Abbotsford West","1989","House/Single Family","27","Abbotsford","Abbotsford","2/12/2017","Harwant S. Brar","2","$3,496.91","2/15/2016","011-757-621",,,"3/17/2016","$505,000","$285.96","0.97","3","3","RS3","$519,000","31","1,766","$285.96","1.01","House/Single Family"
"R2047919","Residential Attached","S","53 45462 TAMIHI WAY","Vedder S Watson-Promontory","2016","Townhouse","0","Sardis","Chilliwack","1/5/2017","SHANTELL OWENS","3","$0.00","3/17/2016","700-010-010",,"$220.00","3/17/2016","$505,715","$241.16","1.09","3","3","CD10","$464,800","0","2,097","$241.16","1.09","Townhouse"
"R2036011","Residential Detached","S","33350 12TH AVENUE","Mission BC","1980","House/Single Family","36","Mission","Mission","8/16/2016","Touchbase showings, inquiries","2","$3,546.57","2/16/2016","006-132-332",,,"3/17/2016","$508,000","$282.22","0.99","3","4","R558","$514,500","30","1,800","$282.22","0.96","House/Single Family"
"R2043662","Residential Detached","S","3227 274A STREET","Aldergrove Langley","1971","House/Single Family","45","Langley","Langley","6/30/2016","Anne","2","$3,362.61","3/9/2016","023-092-891",,,"3/19/2016","$510,000","$222.71","1.04","2","4","R1B","$489,900","10","2,290","$222.71","1.04","House/Single Family"
"R2043512","Residential Attached","S","703 933 SEYMOUR STREET","Downtown VW","1999","Apartment/Condo","17","Vancouver West","Vancouver","6/30/2016","TRACEY","1","$1,332.82","3/8/2016","024-234-567",,"$275.47","3/16/2016","$511,000","$727.92","1.02","1","1","CD-1","$499,000","8","702","$727.92","1.02","Apartment/Condo"
"R2038817","Residential Attached","S","810 88 W 1ST AVENUE","False Creek","2016","Apartment/Condo","0","Vancouver West","Vancouver","8/24/2016","SIMON LAI PREC*","1","$0.00","2/24/2016","029-700-141",,"$275.00","3/20/2016","$512,000","$955.22","0.97","1","1","CD","$529,000","25","536","$955.22","0.97","Apartment/Condo"
"R2038331","Residential Attached","S","406 1350 VIEW CRESCENT","Beach Grove","1983","Apartment/Condo","33","Tsawwassen","Tsawwassen","5/31/2016","Liz Penner","2","$2,221.21","2/24/2016","001-048-546",,"$481.71","3/18/2016","$512,500","$330.65","0.97","2","2","RM6A","$529,900","23","1,550","$330.65","0.93","Apartment/Condo"
"R2047507","Residential Attached","S","102 2428 NILE GATE","Riverwood","2013","Townhouse","3","Port Coquitlam","Port Coquitlam","12/31/2016","CASS OR JEFF","2","$2,521.38","3/18/2016","029-092-833","3","$172.91","3/19/2016","$515,000","$435.33","1.03","2","2","RTH3","$499,900","1","1,183","$435.33","1.03","Townhouse"
"R2044954","Residential Detached","S","11820 HAWTHORNE STREET","Cottonwood MR","9999","House/Single Family","999","Maple Ridge","Maple Ridge","9/30/2016","CASS OR JEFF","1","$3,472.98","3/11/2016","003-986-233",,,"3/17/2016","$515,000","$404.56","1.03","1","3","RS-1","$499,900","6","1,273","$404.56","1.03","House/Single Family"
"R2045546","Residential Attached","S","310 1618 QUEBEC STREET","Mount Pleasant VE","2014","Apartment/Condo","2","Vancouver East","Vancouver","9/9/2016","Charles Hu","0","$1,298.00","3/14/2016","029-393-949",,"$295.43","3/17/2016","$515,000","$786.26","0.98","1","1","CD-1","$528,000","3","655","$786.26","0.98","Apartment/Condo"
"R2043158","Residential Attached","S","34 11282 COTTONWOOD DRIVE","Cottonwood MR","2008","Townhouse","8","Maple Ridge","Maple Ridge","7/29/2016","TEAM LEO","3","$3,183.31","3/8/2016","027-591-972","3","$199.51","3/20/2016","$517,500","$252.81","1.00","4","3","STRATA","$519,000","12","2,047","$252.81","1.00","Townhouse"
"R2019297","Residential Detached","S","12473 OGDEN DRIVE","Steelhead","9999","House with Acreage","999","Mission","Mission","6/30/2016","Dave Kirkwood","1","$1.00","12/3/2015","029-526-809",,,"3/16/2016","$518,000","$560.61","0.99","1","2","RU16S","$523,000","104","924","$560.61","0.94","House with Acreage"
"R2032510","Residential Attached","S","501 14824 NORTH BLUFF ROAD","White Rock","2007","Apartment/Condo","9","South Surrey White Rock","White Rock","7/9/2016","Sam Veltri","2","$2,981.82","2/9/2016","026-970-708",,"$308.03","3/19/2016","$520,000","$505.34","0.98","2","2","MF","$528,888","39","1,029","$505.34","0.98","Apartment/Condo"
"R2037600","Residential Attached","S","709 168 POWELL STREET","Downtown VE","2009","Apartment/Condo","7","Vancouver East","Vancouver","8/31/2016","SHIRIN","1","$1,357.58","2/22/2016","028-069-731","9","$282.19","3/18/2016","$520,000","$677.08","0.97","1","1","HA-2","$538,000","25","768","$677.08","0.97","Apartment/Condo"
"R2027575","Residential Attached","S","5378 WAKEFIELD BEACH LANE","Sechelt District","2006","Townhouse","10","Sunshine Coast","Sechelt","7/16/2016","BARBIE","3","$4,300.00","1/16/2016","027-045-366","3","$438.00","3/20/2016","$520,888","$274.73","1.01","3","3","RES","$514,900","64","1,896","$274.73","1.01","Townhouse"
"R2045231","Residential Attached","S","52 6956 193 STREET","Clayton","2010","Townhouse","6","Cloverdale","Surrey","6/14/2016","Paul Klann","2","$2,553.08","3/14/2016","028-325-079",,"$201.54","3/19/2016","$521,000","$269.67","1.18","3","3","MF","$439,900","5","1,932","$269.67","1.18","Townhouse"
"R2025780","Residential Attached","S","69 8089 209 STREET","Willoughby Heights","2007","Townhouse","9","Langley","Langley","7/31/2016","Touchbase","3","$3,023.25","1/15/2016","027-033-139",,"$272.86","3/16/2016","$521,888","$268.74","1.23","4","4","TWHS","$425,000","61","1,942","$268.74","1.23","Townhouse"
"R2044588","Residential Attached","S","45 19330 69 AVENUE","Clayton","2007","Townhouse","9","Cloverdale","Surrey","5/31/2016","MR TOUCHBASE","2","$2,408.63","3/8/2016","027-369-005",,"$237.99","3/16/2016","$523,000","$263.87","1.10","3","3","MF","$475,000","8","1,982","$263.87","1.10","Townhouse"
"R2047215","Residential Attached","S","49 2855 158 STREET","Morgan Creek","2016","Townhouse","0","South Surrey White Rock","Surrey","6/30/2016","EVA MARSH","2","$0.00","3/14/2016","900-578-463","3",,"3/19/2016","$524,900","$333.48","1.00","2","3","MULTI","$524,900","5","1,574","$333.48","1.00","Townhouse"
"R2043587","Residential Attached","S","1809 233 ROBSON STREET","Downtown VW","2009","Apartment/Condo","7","Vancouver West","Vancouver","7/6/2016","JANALEE BARNES","1","$1,269.19","3/4/2016","027-893-251",,"$207.49","3/16/2016","$525,000","$934.16","0.98","1","1","DD","$535,000","12","562","$934.16","0.98","Apartment/Condo"
"R2024982","Residential Detached","S","5708 LINDYS DRIVE","Vedder S Watson-Promontory","2003","House/Single Family","13","Sardis","Sardis","4/12/2016","CAMERON VAN KLEI","4","$3,408.44","1/12/2016","025-639-731",,,"3/19/2016","$525,000","$198.64","0.95","5","6","R3","$549,900","67","2,643","$198.64","0.88","House/Single Family"
"R2046994","Residential Detached","S","34862 SANDON PLACE","Abbotsford East","1988","House/Single Family","28","Abbotsford","Abbotsford","9/30/2016","Sherry","3","$3,278.25","3/17/2016","004-489-799",,,"3/20/2016","$527,000","$221.43","1.02","3","5","RS3","$519,000","3","2,380","$221.43","1.02","House/Single Family"
"R2045306","Residential Attached","S","302 480 ROBSON STREET","Downtown VW","2006","Apartment/Condo","10","Vancouver West","Vancouver","9/1/2016","AMY LEONG","1","$1,152.53","3/14/2016","026-625-865",,"$292.20","3/19/2016","$528,000","$902.56","1.06","1","1","CD-1","$499,000","5","585","$902.56","1.06","Apartment/Condo"
"R2044617","Residential Attached","S","111 2065 W 12TH AVENUE","Kitsilano","2003","Apartment/Condo","13","Vancouver West","Vancouver","7/30/2016","ROB","1","$1,626.26","3/8/2016","025-589-407",,,"3/18/2016","$529,000","$673.03","1.00","1","1","C-7","$529,000","10","786","$673.03","1.00","Apartment/Condo"
"R2045067","Residential Attached","S","2 3576 SE MARINE DRIVE","Champlain Heights","1995","Townhouse","21","Vancouver East","Vancouver","6/30/2016","Melvyn","2","$1,467.16","3/11/2016","023-076-224","3","$324.62","3/18/2016","$529,000","$372.80","1.00","2","3","MFD","$529,000","7","1,419","$372.80","1.00","Townhouse"
"R2025834","Residential Detached","S","4734 FIR ROAD","Sechelt District","1988","House/Single Family","28","Sunshine Coast","Sechelt","7/18/2016","Marla","2","$2,400.00","1/17/2016","007-129-696",,,"3/16/2016","$529,900","$221.53","1.00","2","3","R1","$529,900","59","2,392","$221.53","9.63","House/Single Family"
"R2045530","Residential Attached","S","209 124 W 3RD STREET","Lower Lonsdale","1999","Apartment/Condo","17","North Vancouver","North Vancouver","9/30/2016","MITCH","2","$1,680.73","3/12/2016","024-247-103",,"$350.18","3/18/2016","$530,000","$641.65","1.02","2","2","MFD","$518,000","6","826","$641.65","1.02","Apartment/Condo"
"R2044508","Residential Attached","S","301 39 SIXTH STREET","Downtown NW","2008","Apartment/Condo","8","New Westminster","New Westminster","9/1/2016","TOUCHBASE PLS","2","$2,584.45","3/8/2016","027-410-196","19","$414.78","3/19/2016","$530,000","$445.75","1.03","2","2","C-4","$514,800","11","1,189","$445.75","1.03","Apartment/Condo"
"R2044167","Residential Attached","S","606 5611 GORING STREET","Central BN","2008","Apartment/Condo","8","Burnaby North","Burnaby","6/30/2016","SUSANA CHAN","2","$2,476.30","3/8/2016","027-445-992",,"$337.53","3/19/2016","$530,080","$490.81","1.00","2","2","CD","$529,900","11","1,080","$490.81","0.97","Apartment/Condo"
"R2047167","Residential Detached","S","6030 COWRIE STREET","Sechelt District","2016","House/Single Family","0","Sunshine Coast","Sechelt","6/30/2016","PETE DOYLE","2","$1,638.00","3/16/2016","029-157-161",,,"3/19/2016","$532,380","$318.41","0.95","2","2","R1","$559,000","3","1,672","$318.41","0.95","House/Single Family"
"R2043732","Residential Attached","S","34 6878 SOUTHPOINT DRIVE","South Slope","2006","Townhouse","10","Burnaby South","Burnaby","6/7/2016","MAGGIE ZHU","2","$2,523.20","3/7/2016","026-508-656",,"$227.05","3/17/2016","$534,000","$492.62","1.14","2","2","STRATA","$468,000","10","1,084","$492.62","1.14","Townhouse"
"R2045967","Residential Attached","S","106 2780 ACADIA ROAD","University VW","2005","Townhouse","11","Vancouver West","Vancouver","6/7/2016","Shirley Tang","1","$1,449.60","3/14/2016","026-215-713",,"$176.08","3/19/2016","$535,000","$753.52","0.99","1","1","RES","$538,000","5","710","$753.52","0.99","Townhouse"
"R2041609","Residential Detached","S","2590 MAGNOLIA CRESCENT","Abbotsford West","1973","House/Single Family","43","Abbotsford","Abbotsford","3/3/2017","Touchbase","2","$3,276.42","3/3/2016","006-782-299",,,"3/20/2016","$535,000","$228.14","0.97","3","5","RS3","$549,725","17","2,345","$228.14","1.07","House/Single Family"
"R2041107","Residential Detached","S","33414 KINGSLEY TERRACE","Poplar","1983","House/Single Family","33","Abbotsford","Abbotsford","8/31/2016","Please Touchbase","3","$3,382.05","3/1/2016","003-073-092",,,"3/17/2016","$535,000","$264.07","1.09","3","4","RS3","$490,000","16","2,026","$264.07","1.09","House/Single Family"
"R2044079","Residential Attached","S","301 8120 LANSDOWNE ROAD","Brighouse","2009","Apartment/Condo","7","Richmond","Richmond","3/7/2017","ERIC HSU","2","$2,224.13","3/7/2016","028-055-969",,"$303.80","3/16/2016","$535,000","$551.55","0.99","2","2","CDT1","$539,999","0","970","$551.55","0.99","Apartment/Condo"
"R2044246","Residential Detached","S","2604 VALEMONT CRESCENT","Abbotsford West","1976","House/Single Family","40","Abbotsford","Abbotsford","8/31/2016","Please Touchbase","2","$3,301.51","3/9/2016","008-029-491",,,"3/16/2016","$538,000","$227.58","1.08","3","5","RS3","$499,000","7","2,364","$227.58","1.08","House/Single Family"
"R2045462","Residential Attached","S","23 4800 TRIMARAN DRIVE","Steveston South","1978","Townhouse","38","Richmond","Richmond","9/9/2016","GORDON GUO","1","$1,735.24","3/10/2016","001-667-807","2","$290.00","3/16/2016","$538,000","$381.56","1.02","2","3","LUC15","$528,000","6","1,410","$381.56","1.02","Townhouse"
"R2045476","Residential Attached","S","12 7374 194A STREET","Clayton","2016","Townhouse","0","Cloverdale","Surrey","6/10/2016","Sales Centre","3","$0.00","3/12/2016","900-578-428",,"$198.85","3/17/2016","$538,571","$264.26","0.95","4","3","RM","$565,000","5","2,038","$264.26","0.95","Townhouse"
"R2043924","Residential Detached","S","2298 IMPERIAL STREET","Abbotsford West","1972","House/Single Family","44","Abbotsford","Abbotsford","8/1/2016","David Corrie","2","$3,073.73","3/10/2016","006-771-807",,,"3/20/2016","$539,899","$215.96","1.13","3","5","RS 3","$479,900","10","2,500","$215.96","1.13","House/Single Family"
"R2040983","Residential Detached","S","3008 MAPLEBROOK PLACE","Meadow Brook","1975","House/Single Family","41","Coquitlam","Coquitlam","8/31/2016","Angela Chase","1","$2,138.40","3/2/2016","006-187-234",,,"3/20/2016","$539,900","$429.51","0.99","2","3","RS","$548,000","18","1,257","$429.51","1.02","House/Single Family"
"F1444730","Land Only","S","4179 176TH STREET","Serpentine",,,,"Cloverdale","Surrey","4/29/2016","GURVINDER SINGH",,"$2,951.00","6/12/2015","007-529-767",,,"3/18/2016","$540,000",,"1.03",,,"A1","$525,000","280",,,"0.94","Other"
"R2047009","Residential Detached","S","6079 REXFORD DRIVE","Promontory","2010","House/Single Family","6","Sardis","Sardis","7/15/2016","Clarke Sexsmith","3","$3,213.00","3/16/2016","027-454-576",,,"3/20/2016","$542,000","$155.39","1.00","4","6","R3","$539,800","4","3,488","$155.39","1.00","House/Single Family"
"R2045589","Residential Attached","S","1179 FORGE WALK","False Creek","1979","Townhouse","37","Vancouver West","Vancouver","9/12/2016","CAROLE BALL","1","$1,903.08","3/11/2016","005-299-063","2","$423.39","3/20/2016","$542,500","$429.53","0.90","2","2","FCCDD","$599,900","9","1,263","$429.53","0.90","Townhouse"
"R2039525","Residential Attached","S","43 2588 152 STREET","King George Corridor","2003","Townhouse","13","South Surrey White Rock","Surrey","8/24/2016","Dylan","3","$2,445.91","2/24/2016","025-294-652",,"$283.90","3/18/2016","$544,000","$372.35","1.00","3","3","MF","$544,000","23","1,461","$372.35","1.00","Townhouse"
"R2044591","Residential Detached","S","3419 TRETHEWEY STREET","Abbotsford West","1991","House/Single Family","25","Abbotsford","Abbotsford","5/31/2016","Nav Aulakh","2","$3,387.00","3/10/2016","013-730-207",,,"3/20/2016","$544,000","$257.09","0.99","3","3","RES","$549,900","10","2,116","$257.09","0.99","House/Single Family"
"R2044191","Residential Attached","S","401 1617 GRANT STREET","Grandview VE","1999","Apartment/Condo","17","Vancouver East","Vancouver","5/31/2016","Corey","1","$1,410.60","3/9/2016","024-561-479",,"$413.38","3/16/2016","$545,000","$686.40","1.21","1","2","RM4","$449,000","7","794","$686.40","1.21","Apartment/Condo"
"R2047389","Residential Detached","S","33423 KINGSLEY TERRACE","Poplar","9999","House/Single Family","999","Abbotsford","Abbotsford","7/30/2016","TOUCHBASE","2","$3,410.89","3/18/2016","003-073-076",,,"3/20/2016","$547,000","$273.50","1.04","3","5","RS3","$524,900","2","2,000","$273.50","1.04","House/Single Family"
"R2040538","Residential Detached","S","51083 SOPHIE CRESCENT","Eastern Hillsides","2012","House/Single Family","4","Chilliwack","Chilliwack","5/25/2016","KRISTIE DERKSEN","3","$3,241.34","2/25/2016","028-779-771",,,"3/16/2016","$547,000","$176.34","1.00","4","6","R3","$544,700","20","3,102","$176.34","1.00","House/Single Family"
"R2043442","Residential Detached","S","7633 DIAMOND CRESCENT","Sardis West Vedder Rd","1992","House/Single Family","24","Sardis","Sardis","10/3/2016","CHRIS","3","$3,610.92","3/7/2016","015-820-840",,,"3/19/2016","$548,400","$178.81","1.00","3","5","R5","$549,900","12","3,067","$178.81","1.00","House/Single Family"
"R2033962","Residential Attached","S","203 16390 64 AVENUE","Cloverdale BC","2016","Apartment/Condo","0","Cloverdale","Surrey","5/8/2016","Mary","2","$0.00","2/8/2016","900-577-908","4","$454.31","3/20/2016","$549,900","$341.34","1.00","2","3","CD","$549,900","41","1,611","$341.34","1.01","Apartment/Condo"
"R2044242","Residential Attached","S","1703 5790 PATTERSON AVENUE","Metrotown","1985","Apartment/Condo","31","Burnaby South","Burnaby","5/31/2016","JENNIFER","2","$2,314.42","3/10/2016","001-923-013","18","$429.00","3/16/2016","$550,000","$492.83","0.92","2","2","RM5","$599,000","6","1,116","$492.83","0.92","Apartment/Condo"
"R2046824","Residential Attached","S","2709 1239 W GEORGIA STREET","Coal Harbour","1999","Apartment/Condo","17","Vancouver West","Vancouver","7/31/2016","TEAM EDDIE YAN","1","$1,566.50","3/15/2016","024-576-395","36","$281.00","3/18/2016","$550,000","$924.37","1.22","1","1","CD-1","$450,000","3","595","$924.37","1.22","Apartment/Condo"
"R2019590","Residential Attached","S","1107 7788 ACKROYD ROAD","Brighouse","2015","Apartment/Condo","1","Richmond","Richmond","6/30/2016","TEXT OR TOUCHBASE RAYMOND","2","$570.79","12/7/2015","029-682-142",,"$294.82","3/20/2016","$550,000","$687.50","0.99","2","2","APT","$556,000","104","800","$687.50","0.99","Apartment/Condo"
"R2046028","Residential Attached","S","2606 2232 DOUGLAS ROAD","Brentwood Park","2012","Apartment/Condo","4","Burnaby North","Burnaby","3/1/2017","PETER","2","$2,745.57","3/15/2016","028-778-677",,"$278.50","3/19/2016","$553,000","$617.19","1.01","2","2","RES","$549,900","4","896","$617.19","1.01","Apartment/Condo"
"R2047228","Residential Attached","S","55 2855 158 STREET","Sunnyside Park Surrey","2016","Townhouse","0","South Surrey White Rock","White Rock","6/30/2016","Eva Marsh","2","$0.00","3/14/2016","900-578-464","3",,"3/20/2016","$554,900","$338.77","1.00","2","3","MULTI","$554,900","6","1,638","$338.77","1.00","Townhouse"
"R2044325","Residential Detached","S","31910 MAYNE AVENUE","Abbotsford West","1987","House/Single Family","29","Abbotsford","Abbotsford","12/31/2016","JOE CHAHAL","3","$3,388.22","3/7/2016","004-056-051",,,"3/16/2016","$555,000","$267.34","1.13","3","5","RS3","$489,900","9","2,076","$267.34","1.13","House/Single Family"
"R2029964","Residential Attached","S","4855 55B STREET","Hawthorne","1977","Townhouse","39","Ladner","Delta","7/28/2016","AMBER OR RACHEL","1","$2,046.88","1/28/2016","001-451-871",,"$260.00","3/19/2016","$555,000","$355.31","0.99","2","3","RM-4","$559,900","51","1,562","$355.31","0.97","Townhouse"
"R2038235","Residential Detached","S","32662 LISSIMORE AVENUE","Mission BC","2003","House/Single Family","13","Mission","Mission","8/23/2016","Touchbase Tim","2","$3,978.66","2/23/2016","025-617-486",,,"3/18/2016","$555,000","$302.62","1.03","3","2","RC372","$538,800","24","1,834","$302.62","1.03","House/Single Family"
"R2043395","Residential Detached","S","34953 CASSIAR AVENUE","Abbotsford East","1990","House/Single Family","26","Abbotsford","Abbotsford","7/25/2016","Touchbase","4","$4,081.00","3/9/2016","014-138-905",,,"3/17/2016","$555,000","$192.71","0.99","4","6","RS3","$558,000","8","2,880","$192.71","0.99","House/Single Family"
"R2008373","Residential Attached","S","401 2050 LAKE PLACID ROAD","Whistler Creek","1989","Apartment/Condo","27","Whistler","Whistler","10/15/2016","STEPHANIE SLOAN","2","$2,495.00","10/13/2015","013-799-436",,"$637.00","3/19/2016","$555,000","$607.22","0.93","2","2","RTA13","$599,000","158","914","$607.22","0.87","Apartment/Condo"
"R2046047","Residential Attached","S","2707 2289 YUKON CRESCENT","Brentwood Park","2008","Apartment/Condo","8","Burnaby North","Burnaby","9/15/2016","GRACE LEE","2","$2,767.57","3/15/2016","027-503-470","27","$362.00","3/16/2016","$555,000","$556.11","1.07","2","2","APT","$519,000","1","998","$556.11","1.07","Apartment/Condo"
"R2042246","Residential Detached","S","35345 SANDY HILL CRESCENT","Abbotsford East","1980","House/Single Family","36","Abbotsford","Abbotsford","5/7/2016","Blaine Bailey","2","$3,065.66","3/7/2016","005-827-841",,,"3/20/2016","$558,000","$310.00","1.03","2","3","RS3","$539,900","13","1,800","$310.00","1.00","House/Single Family"
"R2023750","Residential Attached","S","316 8600 PARK ROAD","Brighouse","2011","Apartment/Condo","5","Richmond","Richmond","1/10/2017","BENJAMIN TING","2","$1,889.11","1/11/2016","028-615-891","4","$305.26","3/17/2016","$558,000","$590.48","1.00","2","3","ZLR23","$558,000","66","945","$590.48","1.00","Apartment/Condo"
