"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2322006","Residential Detached","S","3317 HANDLEY CRESCENT","Lincoln Park PQ","1961","House/Single Family","57","Port Coquitlam","Port Coquitlam","3/29/2019","KRISTI OR TOUCHBASE","1","$3,244.82","11/8/2018","010-217-061",,,"12/9/2018","$660,000","$598.91","0.89","1","3","RS1","$739,900","31","1,102","$598.91","0.87","House/Single Family","1",,"778-999-5729","3.255% ON THE FIRST $100,000 & 1.1625% ON THE BALANCE + $2500 BONUS",,"105","1","75.00",,,"3","V3C 5C6",,,"BC",,,,
"R2322204","Residential Attached","S","332 9388 ODLIN ROAD","West Cambie","2014","Apartment/Condo","4","Richmond","Richmond","2/28/2019","Patsy Hui (no txt)","2","$1,823.17","11/10/2018","029-423-538",,"$448.67","12/12/2018","$660,000","$716.61","0.96","2","2","ZR24","$689,000","32","921","$716.61","0.96","Apartment/Condo","1",,"604-275-9787","3.255% 1ST $100K/1.1625% BAL","OMEGA",,"0",,,,"1","V6X 0L5",,"Nov 9, 2018","BC",,,,
"R2308114","Residential Attached","S","102 1340 DUCHESS AVENUE","Ambleside","1980","Apartment/Condo","38","West Vancouver","West Vancouver","12/31/2018","FRANK","1","$1,105.02","9/19/2018","005-966-850","4","$365.49","11/26/2018","$660,000","$806.85","0.99","1","2","MF","$668,000","68","818","$806.85","0.96","Apartment/Condo","1",,"604-929-8000","3.22% OF THE FIRST $100,000 & 1.15% OF THE BALANCE","DUCHESS LANE",,"1",,,,"1","V7T 1H6",,,"BC",,,,
"R2304359","Residential Detached","S","5270 WESTWOOD DRIVE","Promontory","1999","House/Single Family","19","Sardis","Sardis","3/10/2019","Daniel Delowsky","2","$3,569.45","9/10/2018","024-468-207",,,"11/27/2018","$660,000","$217.32","0.97","3","5","R4","$679,900","78","3,037","$217.32","0.92","House/Single Family","1",,"604-799-2425","3% 1ST $100,000 / 1.25% BAL","Promontory Heights",,"1","60.00",,,"6","V2R 5N9",,,"BC",,,,
"R2323862","Residential Attached","S","7423 MAGNOLIA TERRACE","Highgate","1999","Townhouse","19","Burnaby South","Burnaby","5/18/2019","Blake (No Touchbase)","2","$1,959.27","11/19/2018","024-452-084",,"$309.52","12/10/2018","$661,000","$573.29","1.02","2","3","CDRM3","$650,000","21","1,153","$573.29","1.02","Townhouse","1",,"778-855-8089","3.2% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE",,,"1",,,,"2","V5E 4K8",,,"BC",,,,
"R2311893","Residential Detached","S","3606 AZALEA CLOSE","Abbotsford East","1981","House/Single Family","38","Abbotsford","Abbotsford","3/31/2019","Sukhi Kang","2","$3,619.82","10/2/2018","002-574-985",,,"12/8/2018","$662,500","$321.29","0.92","3","5","SFD","$720,000","67","2,062","$321.29","0.92","House/Single Family","1",,"604-725-2790","3.22% ON FIRST 100 K AND 1.15 % ON THE BALANCE PLUS GST.",,"130.83","2","60.00",,,"4","V2S 6C6",,,"BC",,,,
"R2264816","Residential Detached","S","2450 MARLEAU ROAD","St. Lawrence Heights","2004","House with Acreage","14","PG City South (Zone 74)","Prince George","11/30/2018","HARRY","3","$6,579.96","5/4/2018","023-316-217",,,"12/12/2018","$665,000","$175.00","0.99","4","6","RS2","$674,900","222","3,800","$175.00","0.91","House with Acreage","1",,"250-981-3574","3.5% ON THE FIRST $100,000/1% ON THE REMAINDER",,"0","1","0.00",,,,"V2N 5G5",,,"BC",,,,
"R2323661","Residential Detached","S","5055 FERGUSON LAKE ROAD","North Kelly","2016","House with Acreage","2","PG City North (Zone 73)","Prince George","3/19/2019","ROD OR JEN","3","$6,896.13","11/19/2018","013-381-326",,,"12/4/2018","$665,000","$180.41","0.98","4","5","AF","$679,999","15","3,686","$180.41","0.98","House with Acreage","1",,"250-617-8090","1.4% **(SEE REALTOR REMARKS)",,"0","1","0.00",,,"7","V2K 5Y5",,,"BC",,,,
"R2324248","Residential Detached","S","46446 LEAR DRIVE","Promontory","2003","House/Single Family","15","Sardis","Sardis","2/28/2019","Beyond Visscher","3","$3,101.80","11/21/2018","024-319-287",,,"12/11/2018","$665,000","$221.22","0.95","4","5","R3","$699,900","20","3,006","$221.22","0.95","House/Single Family","2",,"604-368-0512","3% 1ST $100,000 / 1.25% BAL ***BONUS $3000***",,"138 IRR","1","50.00",,,"4","V2R 5P6",,,"BC",,,,
"R2326297","Residential Attached","S","402 14100 RIVERPORT WAY","East Richmond","2006","Apartment/Condo","12","Richmond","Richmond","2/28/2019","Annie Zhang","2","$1,795.58","12/3/2018","026-751-267","4","$535.30","12/12/2018","$666,050","$559.71","0.95","2","2","RES","$699,000","9","1,190","$559.71","0.95","Apartment/Condo","1",,"778-893-5429","3.255% OF FIRST $100,000, 1.1625% ON BALANCE","WATERSTONE PIER",,"1",,,,"2","V6W 1M3",,,"BC",,,,
"R2320883","Residential Attached","S","7 10800 SPRINGMONT DRIVE","Steveston North","1974","Townhouse","44","Richmond","Richmond","11/5/2019","Robben","1","$1,127.80","11/5/2018","001-074-831",,"$294.54","11/28/2018","$668,000","$494.81","0.95","2","3","R2","$699,900","23","1,350","$494.81","0.95","Townhouse","1",,"778-319-6986","3.22% FIRST $100,000 , 1.15% ON BALANCE",,,"1",,,,"2","V7E 3S5",,,"BC",,,,
"R2323213","Residential Attached","S","205 9233 FERNDALE ROAD","McLennan North","2007","Apartment/Condo","11","Richmond","Richmond","10/31/2019","CLAUDIA","2","$2,016.63","11/12/2018","027-028-445","4","$413.25","12/5/2018","$668,000","$557.13","0.91","2","3","ZLR16","$736,000","23","1,199","$557.13","0.91","Apartment/Condo","1",,"604-657-0539","3.25% ON 1ST $100,000/1.15% ON BAL","RED 2",,"0",,,,"1","V6Y 1X4",,,"BC",,,,
"R2320026","Residential Attached","S","102 16433 WATSON DRIVE","Fleetwood Tynehead","2017","Townhouse","1","Surrey","Surrey","2/28/2019","GARY GILL","2","$0.00","11/1/2018","030-263-921",,"$176.28","12/1/2018","$669,900","$459.15","1.00","3","3","RM-30","$669,900","30","1,459","$459.15","1.00","Townhouse","1",,"604-832-0601","S-2%","FLEETWOOD RISE",,"0",,,,"2","V4N 6R9",,,"BC",,,,
"R2323615","Residential Attached","S","709 813 CARNARVON STREET","Downtown NW","2022","Apartment/Condo","0","New Westminster","New Westminster","2/16/2019","OVATION SALES TEAM","2","$0.00","11/16/2018","800-126-035","32","$383.40","11/26/2018","$669,900","$795.61","1.00","2","2","CD-76","$669,900","10","842","$795.61","1.00","Apartment/Condo","1",,"604-553-8004","3%","OVATION",,"0",,,,"1","V3M 1E9",,"UNDER CONSTRUCTION","BC",,,,
"R2321377","Residential Attached","S","1165 VIDAL STREET","White Rock","1996","Townhouse","22","South Surrey White Rock","White Rock","3/30/2019","Maggie","2","$2,960.17","11/7/2018","023-498-251",,"$412.02","12/7/2018","$670,000","$348.60","0.96","3","3","CD2","$699,000","30","1,922","$348.60","0.89","Townhouse","1",,"778-668-7078","3.22% 1ST $100K / 1.15% ON BAL",,,"1",,,,"2","V4B 3T4",,,"BC",,,,
"R2324275","Residential Attached","S","1 6800 CRABAPPLE DRIVE","Whistler Cay Estates","1985","Townhouse","33","Whistler","Whistler","2/28/2019","Rob Palm","2","$2,799.45","11/19/2018","002-788-403",,"$228.51","11/27/2018","$670,000","$985.29","0.96","2","2","RM2","$699,000","8","680","$985.29","0.96","Townhouse","1",,"604-905-8833","3% ON THE 1ST 100K; 1.5% ON THE BALANCE. PHYSICAL INTRO MUST BE BY BUYER’S AGENT OR COMMISSION WON'T BE PAID & $500 WILL BE RECEIVED BY BUYER'S AGENT",,,"1",,,,,"V0N 1B6",,,"BC",,,,
"R2324799","Residential Attached","S","1009 5380 OBEN STREET","Collingwood VE","2006","Apartment/Condo","12","Vancouver East","Vancouver","3/31/2019","JENNY WUN","2","$1,216.85","11/22/2018","026-587-718","27","$336.39","11/29/2018","$670,000","$734.65","0.96","2","2","CD-1","$695,000","7","912","$734.65","0.96","Apartment/Condo","1",,"604-961-3559","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE","URBA by Bosa",,"0",,,,"1","V5R 6H7",,"Dating Oct 3, 2018","BC",,,,
"R2323230","Residential Detached","S","33425 KILDARE TERRACE","Poplar","1985","House/Single Family","33","Abbotsford","Abbotsford","2/16/2019","Shinder Gill","2","$3,672.66","11/15/2018","001-771-604",,,"12/1/2018","$670,000","$297.78","0.96","3","5","RS3","$695,500","16","2,250","$297.78","0.96","House/Single Family","2",,"604-832-0540","2.5% ON THE FIRST 100K AND 1.15% ON THE BALANCE",,"100","2","60.00",,,"7","V2S 6L1",,,"BC",,,,
"R2324314","Residential Attached","S","2701 928 RICHARDS STREET","Yaletown","2000","Apartment/Condo","18","Vancouver West","Vancouver","1/31/2019","TOUCHBASE or call Vivien","1","$1,680.88","11/20/2018","024-771-180","32","$300.14","11/28/2018","$670,000","$1,179.58","0.97","1","1","DD","$688,000","8","568","$1,179.58","0.97","Apartment/Condo","1",,"604-828-2268","3.255%-1ST $100K/1.1625% BAL","THE SAVOY DOWNTOWN",,"1",,,,"1","V6B 6P6",,,"BC",,,,
"R2317502","Residential Detached","S","8513 UNITY DRIVE","Eastern Hillsides","2006","House/Single Family","12","Chilliwack","Chilliwack","3/2/2019","ROBBIE","3","$3,496.43","10/22/2018","025-824-201",,,"11/29/2018","$670,000","$215.16","0.96","4","3","R3","$699,000","38","3,114","$215.16","0.94","House/Single Family","2",,"604-728-2666","3.22% 1ST $100,000/1.15% BAL",,"98/0.12 ac","1","55.00",,,,"V4Z 1K6",,,"BC",,,,
"R2314749","Residential Attached","S","1506 9188 COOK ROAD","McLennan North","2006","Apartment/Condo","12","Richmond","Richmond","1/31/2019","DOMINIC LO","2","$1,826.28","10/12/2018","027-042-049",,"$333.60","12/6/2018","$670,000","$724.32","0.96","2","2","ZMU3","$699,000","55","925","$724.32","0.92","Apartment/Condo","1",,"604-306-0306","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE",,,"1",,,,"1","V6Y 4M1",,,"BC",,,,
"R2314855","Residential Detached","S","34820 MCCABE PLACE","Abbotsford East","1980","House/Single Family","38","Abbotsford","Abbotsford","4/12/2019","Marites Kliem","2","$3,417.97","10/12/2018","005-047-293",,,"12/4/2018","$670,000","$327.63","0.99","3","4","RS3","$674,900","53","2,045","$327.63","0.99","House/Single Family","1",,"604-710-6705","3.22% ON THE 1ST $100,000 & 1.15% OF THE BALANCE",,"0","2","0.00",,,"3","V3G 1H1",,,"BC",,,,
"R2325048","Residential Attached","S","906 200 NEWPORT DRIVE","North Shore Pt Moody","1996","Apartment/Condo","22","Port Moody","Port Moody","2/22/2019","JANICE","2","$2,301.28","11/23/2018","023-507-047","20","$507.37","12/5/2018","$670,000","$551.89","0.99","2","3","APART","$679,900","12","1,214","$551.89","0.99","Apartment/Condo","1",,"604-785-1398","3.255% ON THE 1ST 100,000 AND 1.16% ON THE BALANCE",,"0","1","0.00",,,"2","V3H 5B7",,,"BC",,,,
"R2323601","Residential Attached","S","108 2020 W 8TH AVENUE","Kitsilano","1989","Apartment/Condo","29","Vancouver West","Vancouver","1/21/2019","CALL or TEXT 778-881-8392","1","$1,282.67","11/19/2018","010-388-273","4","$349.33","11/26/2018","$671,000","$818.29","1.03","1","2","RM-4","$649,900","7","820","$818.29","1.03","Apartment/Condo","1",,"778-881-8392","3.22% ON 1ST $100,000/1.15% ON BAL","AUGUSTINE GARDENS",,"1",,,,"1","V6J 1W5",,"PROPERTY PREVIOUSLY TENANTED","BC",,,,
"R2319986","Residential Attached","S","420 933 SEYMOUR STREET","Downtown VW","1998","Apartment/Condo","20","Vancouver West","Vancouver","4/30/2019","Touchbase Mario","1","$1,530.33","10/31/2018","024-234-273",,"$275.58","12/5/2018","$674,500","$1,062.20","0.98","1","1","CD-1","$685,000","35","635","$1,062.20","0.98","Apartment/Condo","1",,"604-207-9966","3.22% OF THE FIRST $100,000 PLUS 1.15% OF THE BALANCE","The Spot",,"0",,,,"1","V6B 6L6",,,"BC",,,,
"R2305422","Residential Attached","S","432 CAMBRIDGE WAY","College Park PM","1978","Townhouse","40","Port Moody","Port Moody","12/11/2018","LEAH","2","$2,376.29","9/11/2018","001-562-576",,"$349.01","11/27/2018","$675,000","$401.07","0.98","3","4","MF","$689,000","77","1,683","$401.07","0.94","Townhouse","1",,"604-939-6666","3.255% ON 1ST $100,000 AND 1.1625% ON BALANCE","EASTHILL","0","0","0.00",,,"2","V3H 3V2",,,"BC",,,,
"R2327051","Residential Detached","S","18844 120 AVENUE","Central Meadows","1975","House/Single Family","43","Pitt Meadows","Pitt Meadows","5/11/2019","TOUCHBASE","1","$4,379.80","12/5/2018","000-623-075",,,"12/11/2018","$675,000","$519.23","0.96","2","3","R1","$699,900","6","1,300","$519.23","0.96","House/Single Family","1",,,"3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE",,,"1","0.01",,,"8","V3Y 1W4",,,"BC",,,,
"R2320536","Residential Attached","S","303 7500 ABERCROMBIE DRIVE","Brighouse South","1988","Apartment/Condo","30","Richmond","Richmond","2/28/2019","LISA","2","$2,209.75","11/5/2018","011-401-486","3","$429.51","11/30/2018","$675,000","$370.27","0.93","2","3","RAM 1","$729,000","25","1,823","$370.27","0.93","Apartment/Condo","1",,"604-626-1298","3.22% FIRST $100,000 AND 1.15% ON BALANCE","WINDGATE COURT",,"1",,,,"2","V6Y 3J9",,,"BC",,,,
"R2322921","Residential Attached","S","309 2528 MAPLE STREET","Kitsilano","2009","Apartment/Condo","9","Vancouver West","Vancouver","2/28/2019","Touchbase or Text Pls","1","$1,448.87","11/14/2018","028-092-414","7","$287.42","11/28/2018","$675,000","$1,024.28","0.98","1","1","C-3A","$689,000","14","659","$1,024.28","0.98","Apartment/Condo","1",,"778-688-6838","3.255% ON 1ST $100,000 + 1.1625% ON BALANCE","Pulse",,"1",,,,"1","V6J 0B4",,,"BC",,,,
"R2305576","Residential Attached","S","47 14968 24 AVENUE","Sunnyside Park Surrey","2001","Townhouse","17","South Surrey White Rock","Surrey","1/31/2019","Touchbase","2","$2,895.56","9/12/2018","025-202-421",,"$346.34","12/8/2018","$676,000","$316.18","1.04","3","3","MF","$649,000","87","2,138","$316.18","0.76","Townhouse","1",,,"3.5% ON FIRST $100,000 AND 1.1% ON BALANCE","MERIDIAN POINTE",,"2",,,,"2","V4A 9Y6",,,"BC",,,,
"R2308585","Residential Attached","S","311 161 W GEORGIA STREET","Downtown VW","2012","Apartment/Condo","6","Vancouver West","Vancouver","9/20/2019","Helen","1","$1,579.68","9/20/2018","028-797-591",,"$352.64","12/4/2018","$677,000","$995.59","0.98","1","1","CD-1","$689,900","75","680","$995.59","0.89","Apartment/Condo","1",,"604-728-7577","3.25% ON THE FIRST $100K AND 1.1625% ON BALANCE",,,"0",,,,,"V6T 0A4",,,"BC",,,,
"R2320045","Residential Attached","S","601 16525 WATSON DRIVE","Fleetwood Tynehead","2018","Townhouse","1","Surrey","Surrey","2/28/2019","GARY GILL","3","$0.00","11/1/2018","030-377-731",,"$212.49","12/12/2018","$679,900","$412.81","1.00","3","4","RM-30","$679,900","41","1,647","$412.81","1.00","Townhouse","1",,"604-832-0601","S-2%","FLEETWOOD RISE",,"0",,,,"2","V4N 6S1",,,"BC",,,,
"R2322266","Residential Attached","S","56 5867 129 STREET","Panorama Ridge","2018","Townhouse","0","Surrey","Surrey","3/23/2019","Peter Randhawa","3","$0.00","11/10/2018","030-439-469",,"$0.00","12/11/2018","$680,000","$360.93","0.94","4","4","RM-30","$719,700","31","1,884","$360.93","0.94","Townhouse","1",,"604-445-1030","S-3.22% 1ST 100K/1.15% BAL","Panorama Mews",,"1",,,,"6","V3X 0C7",,,"BC",,,,
"R2311402","Residential Detached","S","10070 TIMBERLINE PLACE","Little Mountain","1965","House/Single Family","53","Chilliwack","Chilliwack","1/15/2019","Crystal or Jen","2","$3,773.60","10/1/2018","009-340-483",,,"12/4/2018","$680,000","$202.50","0.96","3","3","R1A","$709,000","64","3,358","$202.50","0.91","House/Single Family","1",,"604-858-1800","3.5% 1ST $100,000 /1.25% BAL","Little Mountain","irreg","2","52.36",,,"6","V2P 7N9",,"owners dont reside @ ppty","BC",,,,
"R2320830","Residential Detached","S","33037 BRUNDIGE AVENUE","Central Abbotsford","1968","House/Single Family","50","Abbotsford","Abbotsford","2/5/2019","Manjit","2","$3,749.95","11/3/2018","009-301-984",,,"11/27/2018","$680,000","$333.33","0.94","2","4","RS3","$719,900","24","2,040","$333.33","0.85","House/Single Family","1",,"604-724-9673","3.22% 1ST 100K/1.15% BAL",,"122","2","70.00",,,"5","V2S 1N6",,,"BC",,,,
"R2284126","Residential Detached","S","9053 ALEXANDRIA CRESCENT","Queen Mary Park Surrey","1972","House/Single Family","46","Surrey","Surrey","12/31/2018","Ms. Konch Bakshi","0","$4,059.82","6/26/2018","007-381-395",,,"11/27/2018","$680,000","$245.93","0.85","0","5","RF","$798,888","154","2,765","$245.93","0.75","House/Single Family","2",,"604-592-0255","3.22% ON THE 1ST $100K; 1.15% ON THE BALANCE",,"114.irreg","0","68.66",,,,"V3V 1S8",,,"BC",,,,
"R2326885","Residential Attached","S","16 35846 MCKEE ROAD","Abbotsford East","2016","Townhouse","2","Abbotsford","Abbotsford","3/5/2019","Karen","1","$3,471.59","12/3/2018","029-889-782",,"$244.82","12/8/2018","$680,000","$395.81","0.97","2","2","RM30","$699,000","5","1,718","$395.81","0.97","Townhouse","1",,"604-250-2439","3.22% 1ST 100K/1.15% BAL","Sandstone Ridge",,"1",,,,"2","V3G 2L6",,,"BC",,,,
"R2321747","Residential Attached","S","63 7665 209 STREET","Willoughby Heights","2018","Townhouse","1","Langley","Langley","2/28/2019","Sandy","2","$0.00","11/8/2018","029-917-182","3","$187.21","12/10/2018","$680,000","$357.52","0.99","3","3","MF","$689,900","32","1,902","$357.52","0.99","Townhouse","1",,"604-762-5908","S-3.22% 1ST 100K/1.15% BAL","Archstone - Yorkson",,"0",,,,"2","V2Y 0V2",,"Disclosure Statement","BC",,,,
"R2275364","Residential Attached","S","43 1255 RIVERSIDE DRIVE","Riverwood","1995","Townhouse","24","Port Coquitlam","Port Coquitlam","12/30/2018","Ed Kinnear","2","$2,869.75","5/31/2018","023-115-840","2","$229.26","12/11/2018","$680,000","$407.67","0.97","3","3","THOUSE","$699,900","194","1,668","$407.67","0.78","Townhouse","1",,"778-928-8007","3.1% ON 1ST $100,000 & 1.0% ON BALANCE",,,"1",,,,"2","V3B 7W5",,,"BC",,,,
"R2323434","Residential Attached","S","1101 1740 COMOX STREET","West End VW","1976","Apartment/Condo","42","Vancouver West","Vancouver","2/16/2019",,"1","$1,504.83","11/16/2018","003-856-259",,"$476.40","12/9/2018","$680,000","$867.35","0.98","1","2","RM-5A","$695,000","23","784","$867.35","0.98","Apartment/Condo","1",,,"3.22% ON THE 1ST $100,000.00/1.15% ON THE REMAINDER","Sandpiper",,"0",,,,"1","V6G 2Z1",,,"BC",,,,
"R2322897","Residential Attached","S","405 1230 COMOX STREET","West End VW","1985","Apartment/Condo","33","Vancouver West","Vancouver","3/1/2019","GLENN","1","$1,912.91","11/13/2018","006-463-258","6","$438.10","12/12/2018","$684,000","$826.09","0.98","1","2","RM-5B","$699,900","29","828","$826.09","0.98","Apartment/Condo","1",,"604-420-9100","3.255% ON THE FIRST $100,000, 1.1625% ON THE BALANCE","LA MIRAGE","STRATA","0",,,,"1","V6E 1K7",,,"BC",,,,
"R2319274","Residential Attached","S","512 108 E 1ST AVENUE","Mount Pleasant VE","2014","Apartment/Condo","4","Vancouver East","Vancouver","3/5/2019","Esnie","1","$1,627.45","10/30/2018","029-392-641","12","$288.36","12/8/2018","$685,000","$1,019.35","0.98","1","1","CD-1","$700,000","39","672","$1,019.35","0.91","Apartment/Condo","1",,"604-842-2626","3.225% FIRST $100,000/1.1225% ON BALANCE","MECCANICA",,"0",,,,"1","V5T 0E4",,,"BC",,,,
"R2325858","Residential Attached","S","1506 5900 ALDERBRIDGE WAY","Brighouse","2008","Apartment/Condo","10","Richmond","Richmond","11/28/2019","Touchbase","2","$1,734.50","11/29/2018","027-495-761","15","$397.02","12/12/2018","$690,000","$711.34","0.99","2","2","APT","$699,900","13","970","$711.34","0.99","Apartment/Condo","1",,"778-388-0618","3.255% OF 1ST $100K, 1.1625% ON BAL","LOTUS",,"0",,,,"1","V6X 0B6",,,"BC",,,,
"R2322883","Residential Attached","S","303 733 W 14TH STREET","Hamilton","2014","Apartment/Condo","4","North Vancouver","North Vancouver","5/12/2019","Nicole/Tina","2","$1,909.29","11/14/2018","029-270-481",,"$452.06","12/2/2018","$690,000","$859.28","0.99","2","2","SL RES","$698,800","18","803","$859.28","0.99","Apartment/Condo","1",,"604-971-2683","3.22% OF THE FIRST $100,000 AND 1.15% OF THE REMAINING BALANCE","REMIX",,"0",,,,"1","V7M 0C6",,,"BC",,,,
"R2295792","Residential Detached","S","26947 28A AVENUE","Aldergrove Langley","1973","House/Single Family","45","Langley","Langley","12/31/2018","Patty","2","$3,932.36","8/7/2018","001-822-063",,,"11/28/2018","$690,000","$333.49","0.97","2","5","R-1B","$715,000","113","2,069","$333.49","0.91","House/Single Family","1",,"604-866-6610","3.22% ON THE FIRST $100,000 AND 1.15% ON THE REMAINDER",,"118","1","72.00",,,"5","V4W 3A1",,,"BC",,,,
"R2322893","Residential Attached","S","41 19239 70 AVENUE","Clayton","2018","Townhouse","0","Cloverdale","Surrey","4/1/2019","Swarn","2","$0.00","11/15/2018","030-436-028","3","$246.00","11/29/2018","$690,476","$432.63","0.99","4","3","MULTI","$698,800","14","1,596","$432.63","0.99","Townhouse","1",,"778-881-7255","3.22% ON THE FIRST $100,000 AND 1.15% ON BALANCE","Clayton Station",,"0",,,,"2","V4N 1N9",,"Brand new","BC",,,,
"R2301112","Residential Detached","S","32621 CHEHALIS DRIVE","Abbotsford West","1984","House/Single Family","34","Abbotsford","Abbotsford","12/31/2018","Wendy or Erika","3","$3,733.05","8/29/2018","002-768-259",,,"12/1/2018","$691,000","$284.36","0.99","3","5","RS3","$699,900","94","2,430","$284.36","0.89","House/Single Family","2",,"604-859-2341","3% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE.",,"IRREG","1","40.00",,,"5","V2T 4Y7",,,"BC",,,,
"R2323539","Residential Detached","S","3835 BALSAM CRESCENT","Central Abbotsford","1981","House/Single Family","37","Abbotsford","Abbotsford","11/16/2019","Parv Harry","2","$3,440.88","11/16/2018","000-439-690",,,"12/12/2018","$695,000","$362.73","0.96","3","5","URBAN4","$724,800","26","1,916","$362.73","0.96","House/Single Family","2",,"604-832-0944","3.22% ON THE FIRST $100,000K PLUS 1.15% ON THE BALANCE",,"100","1","57.00",,,"3","V2S 7A4",,"Upon Accepted Offer","BC",,,,
"R2321716","Residential Detached","S","2696 STOCKTON CRESCENT","Central Abbotsford","1970","House/Single Family","48","Abbotsford","Abbotsford","4/8/2019","Brent Rook","2","$4,131.02","11/8/2018","007-140-045",,,"12/8/2018","$695,000","$308.20","0.97","2","5","RS3","$715,000","30","2,255","$308.20","0.93","House/Single Family","2",,"604-307-2122","3.22 % ON THE 1ST 100 K / 1.15 % ON THE REMAINING BALANCE",,"116","2","65.00",,,"7","V2S 4K2",,,"BC",,,,
"R2321712","Residential Attached","S","107 271 FRANCIS WAY","Fraserview NW","2016","Apartment/Condo","2","New Westminster","New Westminster","5/6/2019","Philip Chen","2","$2,312.76","11/6/2018","029-764-530",,"$311.69","12/2/2018","$695,000","$737.79","0.99","2","2","RM-4","$705,000","26","942","$737.79","0.99","Apartment/Condo","1",,"778-881-5108","3.22% ON FIRST $100,000 + 1.11625% ON BAL",,,"1",,,,"2","V3L 0C3",,,"BC",,,,
"R2316980","Residential Attached","S","8813 156A STREET","Fleetwood Tynehead","1982","1/2 Duplex","36","Surrey","Surrey","3/31/2019","CHAREN CUSI","3","$3,321.02","10/19/2018","001-956-442",,,"11/29/2018","$695,500","$262.45","0.99","3","5","DUPLEX","$699,000","41","2,650","$262.45","0.99","1/2 Duplex","2",,"778-773-4918","$9,085 + GST",,"115","1","45.00",,,"4","V4N 2Y2",,,"BC",,,,
"R2322116","Residential Detached","S","10151 244A STREET","Albion","2015","House/Single Family","3","Maple Ridge","Maple Ridge","3/9/2019",,"2","$4,180.07","11/9/2018","029-157-579",,,"11/27/2018","$697,000","$328.31","0.98","3","3","R3","$710,000","18","2,123","$328.31","0.93","House/Single Family","1",,"778-873-7301","3% ON THE 1ST $100,000.00 AND 1.15% ON THE BALANCE",,,"1","0.00",,,"2","V2W 0H5",,,"BC",,,,
"R2325713","Residential Attached","S","401 7680 COLUMBIA STREET","Marpole","1988","Apartment/Condo","30","Vancouver West","Vancouver","4/28/2019","Marilou","2","$1,531.14","11/28/2018","011-786-094",,"$466.96","12/3/2018","$700,000","$589.72","1.00","2","2","CD-7","$699,900","5","1,187","$589.72","1.00","Apartment/Condo","1",,"604-318-9566","3.255% ON 1ST $100,000/1.1625% ON BAL",,,"1",,,,,"V5X 4S8",,,"BC",,,,
"R2311230","Residential Detached","S","32244 PINEVIEW AVENUE","Abbotsford West","9999","House/Single Family","999","Abbotsford","Abbotsford","12/21/2018","DOUG MITTEN","2","$3,356.60","10/1/2018","007-424-876",,,"12/12/2018","$700,000","$355.33","0.97","2","3","RS3","$725,000","72","1,970","$355.33","0.93","House/Single Family","1",,"604-533-3231","S-3.22% 1ST 100K/1.15% BAL",,"IRREG","0","78.00",,,,"V2T 1R3",,,"BC",,,,
"R2273274","Residential Attached","S","2309 610 GRANVILLE STREET","Downtown VW","2006","Apartment/Condo","12","Vancouver West","Vancouver","12/31/2018","PAWADEE","1","$1,701.56","5/24/2018","026-829-398",,"$288.81","12/12/2018","$700,000","$1,080.25","0.88","1","1","CD1","$799,000","202","648","$1,080.25","0.77","Apartment/Condo","1",,"778-995-4639","3.2% ON $100,000/1.16% ON BAL","THE HUDSON",,"0",,,,,"V7S 2Z3",,,"BC",,,,
"R2318862","Residential Detached","S","12203 FLETCHER STREET","East Central","1969","House/Single Family","49","Maple Ridge","Maple Ridge","3/31/2019","Touchbase","2","$4,471.74","10/29/2018","008-620-911",,,"12/8/2018","$700,000","$399.77","0.93","2","4","RS1","$749,900","40","1,751","$399.77","0.85","House/Single Family","1",,"604-319-4438","3.25% ON THE FIRST $100,000 & 1.16% ON THE REMAINING BALANCE",,"122.00","0","70.00",,,"6","V2X 6L1",,,"BC",,,,
"R2315581","Residential Attached","S","2 45374 TAMIHI WAY","Vedder S Watson-Promontory","2014","1/2 Duplex","4","Sardis","Sardis","2/16/2019","Caitlin or Sarah","2","$2,682.80","10/16/2018","029-386-390",,"$0.00","12/5/2018","$700,000","$313.62","0.97","3","3","CD10","$724,900","50","2,232","$313.62","0.94","1/2 Duplex","1",,"604-846-7355","3% 1ST $100,000 / 1.15% BAL","Garrison Crossing","99","2","28.00",,,"2","V2R 0S8",,,"BC",,,,
