"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2325613","Residential Attached","S","1107 295 GUILDFORD WAY","North Shore Pt Moody","2007","Apartment/Condo","11","Port Moody","Port Moody","5/28/2019","Naseem Shivji","2","$2,070.04","11/28/2018","026-941-384","22","$285.57","12/13/2018","$600,000","$618.56","0.94","2","2","STRATA","$638,000","15","970","$618.56","0.94","Apartment/Condo","1",,"604-808-9347","3.225% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE PLUS $5,000 BONUS","Bentley",,"1",,,,"1","V3H 5N3",,,"BC",,,,
"R2328436","Residential Attached","S","606 288 E 8TH AVENUE","Mount Pleasant VE","1996","Apartment/Condo","23","Vancouver East","Vancouver","12/18/2019","WINNIE ZENG","1","$1,567.34","12/18/2018","023-565-926",,"$407.51","12/28/2018","$600,000","$804.29","0.97","1","2","C-3A","$619,000","10","746","$804.29","0.97","Apartment/Condo","1",,"778-706-5557","3.25% ON THE FIRST $100,000 AND 1.16% ON THE BALANCE.","METROVISTA",,"0",,,,,"V5T 4S8",,,"BC",,,,
"R2325934","Residential Attached","S","501 2860 TRETHEWEY STREET","Abbotsford West","2017","Apartment/Condo","2","Abbotsford","Abbotsford","5/23/2019",,"2","$3,024.77","11/29/2018","030-072-832","6","$370.00","12/13/2018","$600,000","$407.61","0.92","2","2","C5","$649,900","14","1,472","$407.61","0.92","Apartment/Condo","1",,,"3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","La Galleria",,"1",,,,"4","V2T 0G5",,,"BC",,,,
"R2326126","Residential Attached","S","311 15270 17 AVENUE","King George Corridor","1986","Apartment/Condo","32","South Surrey White Rock","Surrey","2/10/2019","Tina Landert","2","$1,655.29","12/3/2018","002-139-634","3","$480.25","12/16/2018","$600,000","$399.47","0.97","2","2","MF","$619,000","13","1,502","$399.47","0.97","Apartment/Condo","1",,"604-833-4990","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","Cambridge 1",,"1",,,,"1","V4A 1S9",,,"BC",,,,
"R2293175","Residential Attached","S","112 828 ROYAL AVENUE","Downtown NW","2012","Townhouse","7","New Westminster","New Westminster","1/20/2019","LEE","2","$2,249.35","7/27/2018","028-796-250",,"$320.00","1/2/2019","$601,000","$546.36","0.95","3","2","MF","$635,000","159","1,100","$546.36","0.86","Townhouse","1",,"778-223-2029","3% ON 1ST $100,000/1.1625% ON BAL","Brickstone Walk",,"0",,,,"1","V3M 1J9",,,"BC",,,,
"R2322723","Residential Attached","S","203 688 E 18TH AVENUE","Fraser VE","2015","Apartment/Condo","4","Vancouver East","Vancouver","5/14/2019","Charlie","1","$1,456.27","11/14/2018","029-494-931","4","$391.86","12/19/2018","$605,000","$785.71","0.93","2","1","C2","$649,000","35","770","$785.71","0.93","Apartment/Condo","1",,"604-262-1581","3% ON THE 1ST $100,000/1% ON THE REMAINDER","GEM",,"1",,,,"1","V5V 1G4",,,"BC",,,,
"R2317107","Residential Attached","S","117 9199 TOMICKI AVENUE","West Cambie","2009","Apartment/Condo","10","Richmond","Richmond","3/20/2019","ALAN","2","$1,581.45","10/22/2018","027-936-180",,"$317.82","12/21/2018","$605,000","$638.19","0.95","2","2","MF","$639,000","60","948","$638.19","0.89","Apartment/Condo","1",,"778-317-7778","3.22%-1ST $100K/1.1625% BAL PLUS $5,000 BONUS","MERIDIAN GATE",,"0",,,,"2","V6X 0C4",,,"BC",,,,
"R2325138","Residential Detached","S","34673 4 AVENUE","Poplar","1990","House/Single Family","28","Abbotsford","Abbotsford","2/23/2019","Kristi Rutherford","2","$3,595.70","11/26/2018","023-519-355",,,"12/13/2018","$607,500","$391.94","0.98","2","2","RS3","$619,700","17","1,550","$391.94","0.98","House/Single Family","1",,"604-614-8956","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE",,"127.6","1","61.70",,,,"V2S 8B8",,,"BC",,,,
"R2323026","Residential Attached","S","22 12585 72 AVENUE","West Newton","2006","Townhouse","12","Surrey","Surrey","11/6/2019","Mani Aujla","2","$1,564.99","11/15/2018","026-508-966",,"$185.00","12/12/2018","$607,500","$446.04","0.96","3","3","MF","$635,555","27","1,362","$446.04","0.96","Townhouse","1",,"778-982-0602","3.22% ON THE FIRST 100K AND 1.15% ON THE BALANCE",,,"0",,,,,"V3W 1K9",,,"BC",,,,
"R2327519","Residential Attached","S","104B 1210 QUAYSIDE DRIVE","Quay","1989","Apartment/Condo","29","New Westminster","New Westminster","5/31/2019","CINDY RUSSELL","2","$2,081.48","12/7/2018","012-899-291",,"$401.23","12/14/2018","$608,000","$512.65","1.02","2","2","MULTI","$598,500","7","1,186","$512.65","1.22","Apartment/Condo","1",,"604-803-1904","3.22% OF 1ST $100,000/1.15% OF BAL","TIFFANY SHORES",,"1",,,,"1","V3M 6H1",,,"BC",,,,
"R2299697","Residential Attached","S","326 2239 KINGSWAY","Victoria VE","2011","Apartment/Condo","8","Vancouver East","Vancouver","4/30/2019","Rebecca Pun","2","$1,336.22","8/22/2018","028-487-273","4","$263.25","12/18/2018","$609,000","$689.69","0.97","2","2","C-2","$628,000","118","883","$689.69","0.87","Apartment/Condo","1",,,"3% - 1ST 100,000 & 1.15% ON BALANCE","SCENA",,"0",,,,"1","V5N 0E5",,,"BC",,,,
"R2326260","Residential Attached","S","3101 6098 STATION STREET","Metrotown","2018","Apartment/Condo","1","Burnaby South","Burnaby","2/3/2019","JACK GAO","1","$0.00","12/3/2018","030-578-892",,"$233.48","12/21/2018","$610,000","$1,042.74","0.94","1","1","CD","$649,000","18","585","$1,042.74","0.94","Apartment/Condo","1",,"778-846-9878","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE.","STATION SQUARE II",,"0",,,,"1","V5H 0H4",,,"BC",,,,
"R2306766","Residential Attached","S","606 6688 ARCOLA STREET","Highgate","2011","Apartment/Condo","8","Burnaby South","Burnaby","3/31/2019","Jennifer","2","$2,223.23","9/14/2018","028-546-903",,"$270.00","12/23/2018","$610,000","$697.14","0.95","2","2","CD","$638,800","100","875","$697.14","1.02","Apartment/Condo","1",,"778-889-2336","3.22% FOR THE FIRST $100,000, 1.15% ON BALANCE",,,"0",,,,"1","V5E 0B3",,,"BC",,,,
"R2322300","Residential Attached","S","806 133 E ESPLANADE AVENUE","Lower Lonsdale","2010","Apartment/Condo","8","North Vancouver","North Vancouver","5/13/2019","See Realtor Remarks","1","$1,741.36","11/13/2018","028-106-393",,"$232.04","12/11/2018","$612,500","$1,063.37","0.97","1","1","MF","$629,000","28","576","$1,063.37","0.97","Apartment/Condo","1",,"000-000-0000","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE",,,"1",,,,"1","V7L 1A1",,,"BC",,,,
"R2326563","Residential Attached","S","3211 4670 ASSEMBLY WAY","Metrotown","2018","Apartment/Condo","1","Burnaby South","Burnaby","11/1/2019","Fred Zhang","1","$0.00","12/2/2018","030-574-722",,"$223.96","12/17/2018","$615,000","$1,047.70","0.95","1","1","MF","$648,800","15","587","$1,047.70","0.95","Apartment/Condo","1",,"778-986-8885","3.255% ON 1ST $100,000 / 1.1625% ON BALANCE.",,,"0",,,,"1","V5H 0H3",,,"BC",,,,
"R2297077","Residential Attached","S","707 8488 CORNISH STREET","S.W. Marine","2014","Apartment/Condo","4","Vancouver West","Vancouver","1/19/2019","Matthew Chiu","1","$1,460.00","8/13/2018","029-410-584","7","$280.00","12/15/2018","$615,000","$1,042.37","0.93","1","1","CD1","$660,000","124","590","$1,042.37","0.93","Apartment/Condo","1",,"604-880-6597","3.255% OF $100,000.00 AND 1.1625%","Granville at 70th",,"0",,,,"1","V6P 0C2",,,"BC",,,,
"R2307000","Residential Attached","S","535 8288 207A STREET","Willoughby Heights","2012","Apartment/Condo","7","Langley","Langley","12/17/2018","Adrian Cabanos PREC*","3","$3,060.64","9/17/2018","029-010-331",,"$282.07","12/18/2018","$615,000","$409.73","0.95","3","3","CD-75","$649,800","92","1,501","$409.73","0.95","Apartment/Condo","1",,"604-612-7416","2.55% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE.","YORKSON CREEK",,"1",,,,"2","V2Y 0L2",,,"BC",,,,
"R2326025","Residential Attached","S","158 6299 144 STREET","Sullivan Station","2009","Townhouse","9","Surrey","Surrey","6/3/2019","Colin","2","$2,509.00","12/3/2018","028-543-262","3","$292.86","12/14/2018","$615,000","$329.41","0.99","3","3","MF","$619,900","11","1,867","$329.41","0.99","Townhouse","1",,"604-583-2000","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE","Altura",,"1",,,,"2","V3X 1A2",,,"BC",,,,
"R2318228","Residential Attached","S","T2302 3980 CARRIGAN COURT","Government Road","1985","Townhouse","34","Burnaby North","Burnaby","7/31/2019","KEVIN","2","$2,118.39","10/25/2018","002-026-970","25","$357.00","12/20/2018","$615,000","$545.21","0.96","2","3","CD","$639,000","56","1,128","$545.21","0.96","Townhouse","1",,"604-649-1918","3.15% ON 1ST $100,000/1.15% ON BAL",,,"0",,,,"1","V3N 4S6",,,"BC",,,,
"R2325783","Residential Attached","S","201 3028 ARBUTUS STREET","Kitsilano","2014","Apartment/Condo","4","Vancouver West","Vancouver","2/28/2019","RENEE","1","$1,703.10","11/28/2018","029-417-911","4","$331.98","12/20/2018","$615,000","$1,021.59","0.95","1","1","C2","$645,000","22","602","$1,021.59","0.95","Apartment/Condo","1",,"604-720-1581","3.25% ON 1ST $100,000 & 1.16% ON BALANCE","La Vista",,"0",,,,"1","V6J 3Z2",,,"BC",,,,
"R2325220","Residential Attached","S","907 3007 GLEN DRIVE","North Coquitlam","2015","Apartment/Condo","4","Coquitlam","Coquitlam","11/26/2019","HEIDI LIN","2","$2,397.67","11/26/2018","029-645-361",,"$327.88","12/20/2018","$618,000","$727.92","0.97","2","2","MF","$639,000","24","849","$727.92","0.97","Apartment/Condo","1",,"778-388-9316","3.255% OF THE FIRST $100,000 & 1.1625% OF BALANCE (WITH INITIAL PHYSICAL INTRODUCTION OR $1000)","EVERGREEN",,"0",,,,"1","V3B 0L8",,,"BC",,,,
"R2320782","Residential Attached","S","410 445 W 2ND AVENUE","False Creek","2012","Apartment/Condo","7","Vancouver West","Vancouver","2/5/2019","Terry Osti","1","$1,401.97","11/5/2018","028-919-998",,"$324.01","12/12/2018","$618,000","$896.95","0.99","1","1","C-3A","$625,000","37","689","$896.95","0.95","Apartment/Condo","1",,"778-855-6784","3.255% OF THE 1ST $100K AND 1.1625% OF THE BALANCE","MAYNARD'S BLOCK",,"0",,,,"1","V5Y 0E8",,,"BC",,,,
"R2325800","Residential Attached","S","112 100 CAPILANO ROAD","Port Moody Centre","2007","Apartment/Condo","11","Port Moody","Port Moody","3/15/2019","CANDACE CAPPELLARO","2","$2,266.12","11/28/2018","026-398-001","4","$293.35","12/11/2018","$618,800","$583.77","1.00","2","2","STRATA","$618,800","13","1,060","$583.77","1.00","Apartment/Condo","1",,"604-781-9701","3.255% ON 1ST $100,000/1.1625% ON BAL","Suter Brook",,"1",,,,"1","V3H 5M9",,,"BC",,,,
"R2327860","Land Only","S","4651 54A STREET","Delta Manor",,,,"Ladner","Delta","3/31/2019","Debbie",,"$3,467.87","12/9/2018","030-258-197",,,"12/11/2018","$619,047","$89.87","0.83",,,"RS6","$749,000","2",,"$89.87","0.83","Other",,"Road Access","604-946-8000","$7000",,"150",,"45.83","Yes",,,"V4K 2Z9",,,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"R2326092","Residential Attached","S","203 1675 W 8TH AVENUE","Fairview VW","2009","Apartment/Condo","9","Vancouver West","Vancouver","5/28/2019","Muzda","1","$1,809.23","11/30/2018","027-814-327",,"$261.01","12/19/2018","$620,000","$836.71","0.96","1","1","C-3A","$649,000","19","741","$836.71","0.93","Apartment/Condo","1",,"778-240-3718","3.15% ON THE FIRST $100,000 AND 1.1% ON THE BALANCE OF THE PURCHASE PRICE.",,,"1",,,,"1","V6J 0A8",,,"BC",,,,
"R2325628","Residential Attached","S","632 733 W 3RD STREET","Hamilton","2015","Apartment/Condo","3","North Vancouver","North Vancouver","3/31/2019","MICHELLE (NO TOUCHBASE)","1","$1,838.57","11/28/2018","029-472-717","6","$271.42","12/17/2018","$620,000","$898.55","0.97","1","1","CD-609","$639,000","19","690","$898.55","0.97","Apartment/Condo","1",,"604-802-1051","3.15% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE.","THE SHORE",,"0",,,,"1","V7M 0C8",,,"BC",,,,
"R2327172","Residential Detached","S","46703 HUDSON ROAD","Promontory","2008","House/Single Family","10","Sardis","Sardis","6/7/2019","Caitlin","3","$3,139.15","12/7/2018","027-213-021",,,"12/22/2018","$622,500","$248.21","0.99","3","5","R3","$629,900","15","2,508","$248.21","0.99","House/Single Family","1",,"604-846-7355","3% 1ST $100,000 / 1.15% BAL",,"82.5","1","47.80",,,"5","V2R 0K6",,,"BC",,,,
"R2320182","Residential Attached","S","304 1153 KENSAL PLACE","New Horizons","2011","Apartment/Condo","7","Coquitlam","Coquitlam","1/31/2019","DAVID TANG","2","$2,459.84","10/31/2018","028-623-690","4","$343.02","12/15/2018","$625,000","$610.35","0.98","2","2","RM6","$639,800","45","1,024","$610.35","0.98","Apartment/Condo","1",,"778-227-1006","3.255% ON FIRST $100,000 & 1.1625% ON BALANCE","ROYCROFT",,"1",,,,"2","V3B 0G8",,,"BC",,,,
"R2308908","Residential Detached","S","46991 SYLVAN DRIVE","Promontory","2016","House/Single Family","2","Sardis","Sardis","2/28/2019","Robert Lacerte","2","$3,604.07","9/19/2018","029-678-404",,,"12/12/2018","$625,000","$308.19","0.96","3","4","R3","$649,900","67","2,028","$308.19","0.96","House/Single Family","1",,"604-858-7179","3% 1ST $100,000/1.15% BAL",,"91.00","1","128.00",,,"4","V2R 0X2",,,"BC",,,,
"R2326333","Residential Attached","S","32 15268 28 AVENUE","King George Corridor","2017","Townhouse","1","South Surrey White Rock","Surrey","5/31/2019","Benjo","2","$1,123.81","12/3/2018","030-037-085",,"$210.00","12/16/2018","$628,000","$451.47","0.99","3","3","MF","$635,000","13","1,391","$451.47","0.99","Townhouse","1",,"778-238-6777","3.22% 1ST 100K/1.15% BAL","Old School",,"0",,,,"2","V4P 1B9",,"Upon Request","BC",,,,
"R2323428","Residential Attached","S","302 9168 SLOPES MEWS","Simon Fraser Univer.","2016","Apartment/Condo","2","Burnaby North","Burnaby","1/15/2019","JAKE (NO TB)","2","$2,268.31","11/15/2018","030-015-308",,"$422.66","12/18/2018","$628,000","$652.13","0.97","2","2","CDP11","$648,000","33","963","$652.13","0.97","Apartment/Condo","1",,"778-320-2525","3.25% ON FIRST $100,000/1.1625% ON BAL",,,"0",,,,"1","V5A 0E4",,,"BC",,,,
"R2324967","Residential Detached","S","5677 KATHLEEN DRIVE","Vedder S Watson-Promontory","1992","House/Single Family","26","Sardis","Sardis","5/23/2019","Caitlin","3","$3,343.69","11/23/2018","017-562-791",,,"12/12/2018","$630,000","$260.98","0.97","3","5","R1-B","$649,900","19","2,414","$260.98","0.97","House/Single Family","1",,"604-846-7355","3% 1ST $100,000 / 1.15% BAL",,"99","1","71.60",,,"6","V2R 3J5",,,"BC",,,,
"R2317015","Residential Detached","S","33906 VICTORY BOULEVARD","Central Abbotsford","1948","House/Single Family","70","Abbotsford","Abbotsford","12/31/2018","TOUCHBASE","1","$3,288.35","10/23/2018","000-810-991",,,"12/15/2018","$630,000","$715.10","0.98","1","2","RS3","$640,000","53","881","$715.10","0.98","House/Single Family","1",,"000-000-0000","3.22% ONBTHE 1ST $100,000; 1.15% ON THE BALANCE","Alexander Elem","136","0","65.00",,,"4","V2S 1S6",,,"BC",,,,
"R2320974","Residential Attached","S","16 8068 207 STREET","Willoughby Heights","2014","Townhouse","5","Langley","Langley","3/31/2019","Sam","2","$2,784.11","11/6/2018","029-303-095",,"$196.52","12/18/2018","$630,000","$353.93","0.96","3","4","CD-75","$659,000","42","1,780","$353.93","0.96","Townhouse","1",,"604-833-8985","S-3.22% 1ST 100K/1.15% BAL","Yorkson Creek South",,"1",,,,"3","V2Y 0M9",,,"BC",,,,
"R2319550","Residential Attached","S","409 2655 CRANBERRY DRIVE","Kitsilano","2001","Apartment/Condo","17","Vancouver West","Vancouver","4/30/2019","Rob","1","$1,614.24","10/28/2018","024-972-690",,"$260.23","12/13/2018","$630,000","$918.37","0.94","1","1","CD-1","$669,000","46","686","$918.37","0.90","Apartment/Condo","1",,"604-720-7215","3.255% ON FIRST $100,000 AND 1% ON BALANCE",,,"1",,,,"1","V6K 4V5",,"Never occupied by owner","BC",,,,
"R2322795","Residential Detached","S","12 4295 OLD CLAYBURN ROAD","Abbotsford East","2017","House/Single Family","2","Abbotsford","Abbotsford","5/26/2019","TOUCHBASE","2","$0.00","11/26/2018","029-640-792",,"$85.00","12/15/2018","$634,000","$308.37","1.00","3","3","N-32","$634,000","19","2,056","$308.37","1.00","House/Single Family","1",,"604-855-0800","3.22% ON THE 1ST 100K/ 1.15% ON THE BALANCE","SUNSPRING ESTATES","100","1","20.00",,,"3","V3G 1H8",,"NEW BUILD","BC",,,,
"R2327763","Residential Detached","S","21378 GLENWOOD AVENUE","West Central","1969","House/Single Family","49","Maple Ridge","Maple Ridge","6/12/2019","DAN","1","$3,802.26","12/12/2018","007-512-821",,,"12/13/2018","$634,900","$534.88","1.00","1","3","RES","$634,900","1","1,187","$534.88","1.00","House/Single Family","1",,"604-825-2125","3.255% ON 1ST $100,000/1.1625% ON BAL",,"0","1","0.00",,,"6","V2X 3P6",,,"BC",,,,
"R2314540","Residential Attached","S","202 170 W 1ST STREET","Lower Lonsdale","2005","Apartment/Condo","13","North Vancouver","North Vancouver","10/10/2019","/Text Renée","1","$2,006.53","10/11/2018","026-171-481",,"$333.13","12/13/2018","$635,000","$918.96","0.98","1","1","CD-437","$649,000","63","691","$918.96","0.98","Apartment/Condo","1",,"604-817-7551","3.22% OF THE FIRST $100,000 AND 1.15% OF THE BALANCE.","One Park Lane",,"1",,,,"1","V7M 3P2",,,"BC",,,,
"R2316228","Residential Attached","S","310 8333 SWEET AVENUE","West Cambie","2017","Apartment/Condo","1","Richmond","Richmond","12/30/2019","Shino Zhang","1","$1,650.80","10/17/2018","030-046-181","17","$244.35","12/13/2018","$635,000","$933.82","0.95","1","1","APT","$668,000","57","680","$933.82","0.91","Apartment/Condo","1",,"778-869-8028","3.255% ON 1ST $100,000 AND 1.1625% ON BALANCE","AVANTI",,"0",,,,"1","V6X 0P4",,,"BC",,,,
"R2323204","Residential Attached","S","2001 1155 SEYMOUR STREET","Downtown VW","2005","Apartment/Condo","14","Vancouver West","Vancouver","3/31/2019","ERIC GRANT","1","$1,510.97","11/15/2018","026-198-100","28","$259.35","12/14/2018","$636,000","$1,177.78","0.94","1","1","DD","$675,000","29","540","$1,177.78","0.94","Apartment/Condo","1",,"604-518-4500","3.255% ON FIRST $100,000 AND 1.1225% ON BALANCE","BRAVA",,"0",,,,"1","V6B 3M7",,,"BC",,,,
"R2317971","Residential Attached","S","8 6188 141 STREET","Sullivan Station","2018","Townhouse","0","Surrey","Surrey","1/31/2019","Shae","3","$0.00","10/23/2018","030-436-265","3","$185.52","12/13/2018","$638,000","$400.00","0.95","4","3","222CD","$669,900","51","1,595","$400.00","0.95","Townhouse","1",,"604-803-4648","S-3% 1ST 100K/1% BAL+$5,000 SELLING BONUS ON ANY UNCONDITIONAL CONTRACT WRITTEN UP TO DECEMBER 31, 2018","Vantage",,"1",,,,"2","V3X 0J7",,,"BC",,,,
"R2327767","Residential Attached","S","114 700 KLAHANIE DRIVE","Port Moody Centre","2007","Apartment/Condo","12","Port Moody","Port Moody","6/11/2019","ATUSA","2","$2,098.12","12/11/2018","027-269-442",,"$278.00","12/21/2018","$638,000","$726.65","0.98","2","2","APT","$648,800","10","878","$726.65","0.98","Apartment/Condo","1",,"604-897-0797","3.22% ON THE FIRST $100,000.00 AND 1.15% ON THE BALANCE PLUS $2,000.00 BONUS",,,"1",,,,,"V3H 5L3",,,"BC",,,,
"R2325796","Residential Attached","S","190 13898 64 AVENUE","Sullivan Station","2018","Townhouse","0","Surrey","Surrey","2/28/2019","Karnvir Tumber","3","$0.00","11/29/2018","030-511-941","3","$197.84","12/13/2018","$638,800","$380.69","0.98","4","4","MF","$648,900","14","1,678","$380.69","0.98","Townhouse","1",,"604-999-6500","3.22% ON 100K & 1.16% ON BAL",,,"1","0.00",,,,"V3W 1L6",,,"BC",,,,
"R2325499","Residential Attached","S","802 238 W BROADWAY","Mount Pleasant VW","2017","Apartment/Condo","1","Vancouver West","Vancouver","5/27/2019","KERBY HO","1","$1,522.92","11/27/2018","030-067-707",,"$226.78","12/12/2018","$640,000","$1,122.81","0.96","1","1","C-3A","$668,000","15","570","$1,122.81","0.96","Apartment/Condo","0",,"604-808-2787","3.255% ON 1ST 100K/1.1625% ON BAL",,,"0",,,,"1","V6M 3W5",,,"BC",,,,
"R2296186","Residential Detached","S","46972 SYLVAN DRIVE","Promontory","2018","House/Single Family","1","Sardis","Sardis","12/31/2018","Harv","2","$1,843.22","8/9/2018","029-678-391",,,"12/16/2018","$642,857","$326.82","1.00","2","3","R3","$639,900","94","1,967","$326.82","1.00","House/Single Family","1",,"604-792-0077","2.5% 1ST $100,000/1.25% BAL",,"246","1","65.00",,,"4","V2R 0X2",,"brand new","BC",,,,
"R2326646","Residential Attached","S","225 2008 PINE STREET","False Creek","2009","Apartment/Condo","9","Vancouver West","Vancouver","6/3/2019","STEPHEN","1","$1,466.14","12/3/2018","028-022-220","4","$349.51","12/16/2018","$645,000","$990.78","0.99","1","1","C-2B","$649,900","13","651","$990.78","0.99","Apartment/Condo","1",,"604-230-5259","3.255% ON THE FIRST $100,000 & 1.1625% ON THE BALANCE","MANTRA",,"0",,,,"1","V6J 0B8",,,"BC",,,,
"R2305140","Residential Attached","S","332 20655 88 AVENUE","Walnut Grove","1993","Townhouse","25","Langley","Langley","3/10/2019","Jim Dyck","2","$3,395.14","9/10/2018","018-458-157","1","$361.50","12/18/2018","$645,000","$431.73","0.98","2","2","RM-1","$659,900","99","1,494","$431.73","0.91","Townhouse","1",,"604-859-2341","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","Twin Lakes",,"1",,,,"2","V1M 2M5",,,"BC",,,,
"R2323187","Residential Attached","S","107 2515 ONTARIO STREET","Mount Pleasant VW","2004","Apartment/Condo","14","Vancouver West","Vancouver","1/15/2019","Text Daylan","1","$1,494.00","11/15/2018","025-899-163",,"$292.09","12/21/2018","$645,000","$894.59","0.96","1","1","MF","$675,000","36","721","$894.59","0.96","Apartment/Condo","1",,"778-241-5720","3.255% FIRST $100K / 1.1625% - BALANCE","Elements",,"1",,,,"1","V5T 2X7",,,"BC",,,,
"R2317847","Residential Attached","S","1149 BENNET DRIVE","Citadel PQ","1999","Townhouse","19","Port Coquitlam","Port Coquitlam","12/31/2018","THE AXFORD GROUP","2","$2,155.61","10/22/2018","024-357-456",,"$326.00","12/16/2018","$645,000","$402.12","0.96","3","3","RTH3","$675,000","55","1,604","$402.12","0.96","Townhouse","1",,"778-355-0116","3.255% ON 1ST $100,000/1.15% ON BAL","THE SUMMIT",,"1",,,,"2","V3C 6H2",,,"BC",,,,
"R2325906","Residential Attached","S","39 5867 129 STREET","Panorama Ridge","2018","Townhouse","0","Surrey","Surrey","1/31/2019","NAVEED","3","$1,400.00","11/29/2018","800-942-225","3","$188.28","12/12/2018","$650,000","$342.47","0.99","4","4","RM","$659,000","13","1,898","$342.47","0.99","Townhouse","1",,"778-997-2827","3% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","PANORAMA MEWS",,"1",,,,"2","V3X 0B4",,"ASSIGNMENT","BC",,,,
"R2282650","Residential Attached","S","104 1744 128 STREET","Crescent Bch Ocean Pk.","1985","Townhouse","33","South Surrey White Rock","Surrey","1/24/2019","Dominic","2","$2,418.70","6/29/2018","002-039-923","1","$355.49","12/17/2018","$650,000","$451.39","0.96","2","2","TWNHSE","$674,800","171","1,440","$451.39","0.81","Townhouse","1",,"604-788-1476","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE","BENTLEY WYND",,"1",,,,"2","V4A 3V4",,,"BC",,,,
"R2304227","Residential Attached","S","151 16080 82 AVENUE","Fleetwood Tynehead","1993","Townhouse","25","Surrey","Surrey","3/13/2019","John","3","$2,273.56","9/13/2018","017-946-247",,"$269.00","12/23/2018","$650,000","$348.53","0.99","3","3","RM15","$655,000","101","1,865","$348.53","0.91","Townhouse","1",,"604-562-0895","3.25% OF THE FIRST $100,000 / 1.15% OF THE BALANCE","Ponderosa",,"1","0.00",,,"3","V4N 0N6",,,"BC",,,,
"R2322956","Residential Detached","S","3758 OXFORD STREET","Oxford Heights","1971","House/Single Family","48","Port Coquitlam","Port Coquitlam","4/30/2019","Touchbase","1","$2,752.57","11/13/2018","008-822-786",,,"12/17/2018","$650,000","$393.94","0.97","2","4","SFD","$670,000","34","1,650","$393.94","0.97","House/Single Family","1",,"604-468-0010","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE.",,,"1","0.00",,,"4","V3B 4E8",,,"BC",,,,
"R2321492","Residential Attached","S","1916 938 SMITHE STREET","Downtown VW","2005","Apartment/Condo","13","Vancouver West","Vancouver","5/31/2019","TEXT NOEL YII","1","$1,471.80","11/7/2018","026-367-599","24","$263.88","12/14/2018","$650,000","$1,070.84","0.95","1","1","CD-1","$687,000","37","607","$1,070.84","0.93","Apartment/Condo","1",,"604-788-6868","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","ELECTRIC AVENUE",,"0",,,,"1","V6Z 3H8",,"OWNER DOES NOT LIVE IN PROPERTY","BC",,,,
"R2326361","Residential Attached","S","713 159 W 2ND AVENUE","False Creek","2018","Apartment/Condo","0","Vancouver West","Vancouver","3/30/2019","Masi Bardi","1","$1,545.13","12/3/2018","030-311-586","15","$282.79","12/12/2018","$650,000","$1,128.47","0.99","1","1","CD1","$655,000","9","576","$1,128.47","0.99","Apartment/Condo","1",,"604-842-6274","3.1% ON 1ST $100,000 + 1.1% ON THE BALANCE","TOWER GREEN",,"0",,,,"1","V6B 0E6",,,"BC",,,,
"R2305498","Residential Detached","S","11283 HARRISON STREET","East Central","1987","House/Single Family","32","Maple Ridge","Maple Ridge","1/31/2019","Touchbase","3","$3,902.12","9/11/2018","004-398-564",,,"12/22/2018","$651,500","$294.66","0.96","3","3","R1 RS3","$679,000","102","2,211","$294.66","0.89","House/Single Family","1",,"778-686-7653","3.255% ON 1ST $100,000 AND 1.1625% ON BALANCE",,"119.8","1","49.10",,,"4","V2X 9P6",,,"BC",,,,
"R2326468","Residential Attached","S","303 659 E 8TH AVENUE","Mount Pleasant VE","1982","Apartment/Condo","36","Vancouver East","Vancouver","2/28/2019","GLEN JESSUP / PH/TXT/TB","1","$1,550.07","12/4/2018","006-269-427","3","$429.31","12/11/2018","$652,000","$763.47","0.99","1","2","RM-4","$660,000","7","854","$763.47","0.99","Apartment/Condo","1",,"604-250-3348","3.255% ON FIRST $100K/1.1625% ON BAL","THE RIDGEMONT",,"0",,,,"1","V5T 1T2",,,"BC",,,,
