"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2318134","Residential Detached","S","5780 CHEAMVIEW CRESCENT","Vedder S Watson-Promontory","2007","House/Single Family","11","Sardis","Sardis","12/23/2018","Jill Hall","3","$2,926.39","10/23/2018","026-269-473",,,"11/22/2018","$610,000","$260.68","1.00","4","4","CD-10","$609,900","30","2,340","$260.68","0.94","House/Single Family","1",,"604-795-1884","3% 1ST $100,000 / 1.25% BAL","Garrison Crossing","99","2","35.00",,,"2","V2R 0A1",,,"BC",,,,
"R2296340","Residential Detached","S","8738 SUNRISE DRIVE","Chilliwack Mountain","1992","House/Single Family","26","Chilliwack","Chilliwack","12/31/2018","LAURA NISBET","2","$3,530.71","8/4/2018","017-465-753",,,"11/17/2018","$610,000","$197.47","0.87","3","3","R1A","$698,800","105","3,089","$197.47","0.83","House/Single Family","1",,"604-795-2955","3.22% 1ST $100,000/1.15% BAL",,"0/0.3","1","84.00",,,"4","V2R 3J1",,"SELLER-EXECUTOR NEVER LIVED THERE","BC",,,,
"R2323108","Residential Attached","S","105 14 E ROYAL AVENUE","Fraserview NW","2006","Apartment/Condo","12","New Westminster","New Westminster","1/31/2019","TEAM DAVE VALLEE","2","$2,044.97","11/13/2018","026-567-300","4","$299.42","11/19/2018","$610,000","$580.95","1.02","2","2","MF","$599,900","6","1,050","$580.95","1.02","Apartment/Condo","1",,,"3.22% ON THE FIRST $100,000 & 1.15% ON THE BALANCE","VICTORIA HILL",,"1",,,,"1","V3L 5W5",,,"BC",,,,
"R2302196","Residential Attached","S","106 688 E 16TH AVENUE","Fraser VE","1999","Apartment/Condo","19","Vancouver East","Vancouver","11/30/2018","Ben Only","2","$1,293.61","9/4/2018","024-485-411",,"$391.46","11/17/2018","$610,000","$735.83","1.02","2","2","C-2","$599,900","74","829","$735.83","0.92","Apartment/Condo","1",,"604-222-2262","1.35%","Vintage East",,"1",,,,"1","V5T 2V4",,,"BC",,,,
"R2312045","Residential Attached","S","123 15988 83 AVENUE","Fleetwood Tynehead","1992","Townhouse","26","Surrey","Surrey","2/2/2019","Cyndi","2","$2,187.17","10/2/2018","017-855-161",,"$293.86","11/19/2018","$612,000","$322.96","0.96","3","3","RM-15","$639,900","48","1,895","$322.96","0.95","Townhouse","1",,"604-574-0161","3.22% ON 1ST $100,000 & 1.15% ON BALANCE","Glenridge Estates",,"2",,,,,"V4N 0P9",,,"BC",,,,
"R2323756","Residential Attached","S","327 9411 GLENDOWER DRIVE","Saunders","1969","Townhouse","49","Richmond","Richmond","5/31/2019","ZOBAIR","1","$1,708.22","11/19/2018","000-990-680",,"$0.00","11/21/2018","$612,000","$481.89","0.96","2","3","MFD","$638,000","2","1,270","$481.89","0.96","Townhouse","1",,"778-237-7703","3.255% ON 1ST $100,000 & 1.1625% ON BAL","GLENACRES VILLAGE",,"1",,,,"1","V7A 2Y6",,"WHEN OFFER IS PRESENTED","BC",,,,
"R2312931","Residential Attached","S","204 1468 ST. ANDREWS AVENUE","Central Lonsdale","2008","Apartment/Condo","10","North Vancouver","North Vancouver","12/31/2018","Fahimeh","1","$1,938.00","10/5/2018","027-624-005",,"$243.00","11/16/2018","$614,000","$779.19","0.96","1","2","MF","$638,000","42","788","$779.19","0.96","Apartment/Condo","1",,"778-990-9906","3.22% ON THE FIRST $100,000 AND 1.15% OF THE BALANCE","Avondale",,"1",,,,"1","V7L 0A8",,,"BC",,,,
"R2274387","Residential Attached","S","504 1012 AUCKLAND STREET","Uptown NW","2019","Apartment/Condo","0","New Westminster","New Westminster","12/31/2018","Mary Porohowski","2","$0.00","5/30/2018","004-413-644",,"$273.82","11/14/2018","$614,500","$729.81","0.88","2","2","CD-69","$699,000","168","842","$729.81","0.85","Apartment/Condo","1",,"604-908-7653","3.255% ON THE 1ST $100,000; 1.1625% ONE THE BALANCE","The Capitol",,"0",,,,"1","V3M 1K8",,"Under construction","BC",,,,
"R2321179","Residential Attached","S","3501 4670 ASSEMBLY WAY","Metrotown","2018","Apartment/Condo","0","Burnaby South","Burnaby","2/5/2019","TERRY","1","$0.00","11/5/2018","030-574-838",,"$219.80","11/19/2018","$615,000","$1,054.89","0.95","1","1","MF","$649,000","14","583","$1,054.89","0.95","Apartment/Condo","1",,"778-238-8159","3.255% ON 1ST $100K/1.1625% ON BAL",,,"0",,,,"1","V5H 0H3",,"NEVER LIVED IN","BC",,,,
"R2304159","Residential Attached","S","1807 2955 ATLANTIC AVENUE","North Coquitlam","2013","Apartment/Condo","5","Coquitlam","Coquitlam","9/3/2019","DENNIS","2","$2,208.30","9/4/2018","028-965-574",,"$243.43","11/21/2018","$615,000","$745.45","0.97","2","2","CD1","$637,000","78","825","$745.45","0.91","Apartment/Condo","1",,"778-878-4238","3.255% ON FIRST $100,000/1.1625% ON BAL",,,"0",,,,"1","V3B 0H9",,,"BC",,,,
"R2309466","Residential Detached","S","12 46213 HAKWELES ROAD","Sardis East Vedder Rd","2016","House/Single Family","2","Sardis","Chilliwack","12/31/2018","Kyle Nason","2","$2,501.45","9/24/2018","903-022-916",,"$132.85","11/22/2018","$615,000","$215.79","0.99","3","3","HDR","$623,900","59","2,850","$215.79","0.96","House/Single Family","1",,"604-798-8030","2.5% 1ST $100,000 / 1.15% BAL","Elysian Village","91","1","45.00",,,"2","v2r 4l9",,,"BC",,,,
"R2285551","Residential Detached","S","34840 MCLEOD AVENUE","Abbotsford East","1979","House/Single Family","39","Abbotsford","Abbotsford","12/3/2018","Navi","2","$3,479.65","7/3/2018","005-171-849",,,"11/14/2018","$615,000","$288.73","0.93","3","4","RS3","$659,000","134","2,130","$288.73","0.84","House/Single Family","1",,"778-552-0018","3% ON THE FIRST $100,000 AND 1.15% ON THE REMAINING BALANCE.",,,"1","60.00",,,"3","V3G 1G9",,,"BC",,,,
"R2319062","Residential Attached","S","34 7059 210 STREET","Willoughby Heights","2015","Townhouse","3","Langley","Langley","2/26/2019","Kathy Porter","2","$3,368.94","10/26/2018","029-775-833",,"$168.69","11/14/2018","$615,000","$353.25","0.97","3","3","CD-101","$634,900","19","1,741","$353.25","0.96","Townhouse","1",,"604-889-3932","3.22% ON THE FIRST $100,000/1.15% ON THE REMAINING BALANCE","Alder at Milner Heights",,"1",,,,"2","V2Y 0T2",,,"BC",,,,
"R2314527","Residential Attached","S","13 8747 162 STREET","Fleetwood Tynehead","2016","Townhouse","2","Surrey","Surrey","1/10/2019","Aziza Subramanian","2","$1,838.16","10/10/2018","029-743-419",,"$168.78","11/18/2018","$617,000","$449.71","0.98","3","3","RM-30","$629,900","39","1,372","$449.71","0.98","Townhouse","1",,"604-518-1745","S-3.22% 1ST 100K/1.15% BAL",,,"1",,,,,"V4N 1B7",,,"BC",,,,
"R2310587","Residential Attached","S","602 2555 WARE STREET","Central Abbotsford","2018","Apartment/Condo","0","Abbotsford","Abbotsford","12/31/2018","John Corrie","2","$0.00","9/20/2018","905-003-237","6","$375.41","11/17/2018","$618,000","$440.17","0.99","2","2","RS3","$625,000","58","1,404","$440.17","0.99","Apartment/Condo","1",,"604-859-2341","S-3.22% 1ST 100K/1.15% BAL","Mill District",,"0",,,,"2","V2T 5N5",,"New Construction","BC",,,,
"R2319378","Residential Attached","S","1106 7368 SANDBORNE AVENUE","South Slope","2002","Apartment/Condo","16","Burnaby South","Burnaby","1/25/2019","MANDY (TEXT OK)","2","$1,564.57","10/30/2018","025-475-177","22","$326.21","11/26/2018","$618,000","$741.01","0.96","2","2","CD","$643,000","27","834","$741.01","0.94","Apartment/Condo","1",,"778-898-1678","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE","MAYFAIR PLACE","0","1","0.00",,,"1","V3N 5C5",,,"BC",,,,
"R2318203","Residential Attached","S","301 5388 GRIMMER STREET","Metrotown","2011","Apartment/Condo","7","Burnaby South","Burnaby","10/24/2019","MICHAEL","2","$2,546.62","10/25/2018","028-722-213","4","$401.20","11/23/2018","$620,000","$544.82","0.99","2","3","CD","$625,000","29","1,138","$544.82","0.81","Apartment/Condo","1",,"604-571-0909","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE","THE PHOENIX",,"0",,,,"2","V5H 0B9",,,"BC",,,,
"R2321041","Residential Attached","S","PH5 1516 E 1ST AVENUE","Grandview VE","1989","Apartment/Condo","29","Vancouver East","Vancouver","5/5/2019","PH/TEXT MARY","1","$1,053.12","11/5/2018","015-023-028","4","$289.37","11/17/2018","$620,000","$834.45","0.99","1","2","RM-4N","$625,000","12","743","$834.45","0.99","Apartment/Condo","1",,"604-317-2289","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE",,,"0",,,,"1","V5N 1A5",,,"BC",,,,
"R2319366","Residential Detached","S","3720 NANAIMO CRESCENT","Central Abbotsford","1983","House/Single Family","35","Abbotsford","Abbotsford","4/30/2019","Touchbase","2","$3,601.93","10/30/2018","000-757-845",,,"11/19/2018","$620,000","$327.35","0.96","3","3","RS3","$649,000","20","1,894","$327.35","0.96","House/Single Family","1",,"604-826-9000","3.22 % ON THE FIRST $100,000 AND 1.15% ON THE BALANCE, BASED ON THE FIRST PHYSICAL INTRODUCTION,OTHERWISE $250.00.","Parkside Estates",,"2","60.00",,,"6","V2T 4Z7",,"POA has never lived in home","BC",,,,
"R2299119","Residential Detached","S","45290 WELLS ROAD","Sardis West Vedder Rd","2018","House/Single Family","0","Sardis","Sardis","12/31/2018","BRAD","3","$2,412.41","8/20/2018","030-486-611",,,"11/25/2018","$620,000","$272.53","0.98","3","4","R1D","$629,900","97","2,275","$272.53","0.92","House/Single Family","1",,"604-703-9402","2.5% 1ST $100,000 / 1.25% BAL",,"0/0.12 AC","1","33.00",,,"6","V2R 1H2",,"NEW CONSTRUCTION","BC",,,,
"R2308219","Residential Attached","S","319 15210 PACIFIC AVENUE","White Rock","1999","Apartment/Condo","19","South Surrey White Rock","White Rock","3/31/2019","Linda Sue Peaker","2","$2,147.55","9/20/2018","024-359-271",,"$427.32","11/18/2018","$620,000","$482.12","0.98","2","2","MF","$629,900","49","1,286","$482.12","1.00","Apartment/Condo","1",,"604-590-2444","3.22% OF THE FIRST $100,000 THEN 1.15% OF THE BALANCE","Ocean Ridge",,"1",,,,"1","V4B 5L2",,,"BC",,,,
"R2316133","Residential Attached","S","8 2217 MARMOT PLACE","Whistler Creek","1987","Townhouse","31","Whistler","Whistler","1/31/2019","JANE HEIM","1","$2,546.62","10/17/2018","008-964-726",,"$308.00","11/14/2018","$620,000","$1,097.35","0.99","1","1","RTA13","$629,000","28","565","$1,097.35","0.94","Townhouse","1",,"604-935-0802","3% ON THE FIRST $100,000 AND 1.5% ON THE BALANCE","POWDERVIEW",,"1",,,,"1","V0N 1B2",,,"BC",,,,
"R2320381","Residential Detached","S","2150 HOLLY STREET","Abbotsford West","1977","House/Single Family","41","Abbotsford","Abbotsford","5/30/2019","DAN MILLAR","2","$3,970.09","11/1/2018","004-275-705",,,"11/21/2018","$620,000","$332.26","0.93","2","4","SF","$665,000","20","1,866","$332.26","0.89","House/Single Family","2",,"604-537-4586","3.22% ON 1ST $100,000 & 1.15% ON BALANCE.  PROVIDED THE BUYERS AGENT ATTENDS 1ST SHOWING OTHERWISE $1,000",,"IRR","0","45.00",,,"4","V2T 2P1",,,"BC",,,,
"R2299055","Residential Attached","S","18610 65 AVENUE","Cloverdale BC","1998","Townhouse","20","Cloverdale","Surrey","12/31/2018","Touchbase only","3","$2,111.17","8/20/2018","024-118-494","3","$305.87","11/17/2018","$620,000","$319.09","0.98","4","4","CD","$629,900","89","1,943","$319.09","0.89","Townhouse","1",,"604-533-3491","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE OF THE SALE PRICE","Ridgeway",,"1",,,,"2","V3S 8Z9",,,"BC",,,,
"R2314482","Residential Detached","S","46279 DANIEL DRIVE","Promontory","2002","House/Single Family","16","Sardis","Sardis","4/30/2019","Daryl Moniz","2","$3,029.80","10/11/2018","025-208-101",,,"11/26/2018","$620,000","$323.42","0.95","3","4","CD6","$649,900","46","1,917","$323.42","0.93","House/Single Family","1",,"604-789-5727","2.5% 1ST $100,000 / 1.15% BAL",,"90","1","52.00",,,"4","V2R 5S8",,,"BC",,,,
"R2315793","Residential Attached","S","1505 1283 HOWE STREET","Downtown VW","2019","Apartment/Condo","0","Vancouver West","Vancouver","1/15/2019","email Brent for info","1","$0.00","10/15/2018","800-083-599",,"$248.00","11/21/2018","$620,000","$1,047.30","0.94","1","1","CD1","$660,000","37","592","$1,047.30","0.94","Apartment/Condo","0",,"778-888-9187","3.255% ON FIRST $100,000/1.1625% ON BALANCE","TATE",,"0",,,,"1","V6Z 1R3",,"Developers Disclosure Statement","BC",,,,
"R2324167","Residential Detached","S","32307 ADAIR AVENUE","Sumas Mountain","1981","House/Single Family","37","Abbotsford","Abbotsford","2/28/2019","Bill Bartleman","2","$3,528.44","11/14/2018","000-575-232",,,"11/22/2018","$621,000","$271.18","0.99","3","4","RS3","$625,000","8","2,290","$271.18","0.99","House/Single Family","1",,"604-859-2341","S-3.22% 1ST 100K/1.15% BAL",,"106","2","57.00",,,"2","V2T 4L7",,,"BC",,,,
"R2311706","Residential Attached","S","25 18181 68 AVENUE","Cloverdale BC","2002","Townhouse","16","Cloverdale","Surrey","3/30/2019","Touchbase Only Please","3","$2,422.15","10/2/2018","025-422-073",,"$326.99","11/17/2018","$623,900","$375.84","0.99","4","3","MR 15","$629,900","46","1,660","$375.84","0.96","Townhouse","1",,"604-533-3491","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","MAGNOLIA",,"1",,,,"4","V3S 9J1",,,"BC",,,,
"R2270525","Residential Detached","S","4890 206 STREET","Langley City","1975","House/Single Family","43","Langley","Langley","11/30/2018","Wes, Brandon, Leanna","1","$3,570.95","5/22/2018","005-694-248",,,"11/15/2018","$625,000","$387.48","0.96","2","3","RS1","$648,888","177","1,613","$387.48","0.86","House/Single Family","1",,"604-530-4111","3.22% ON FIRST $100,000 AND 1.15% ON ANY BALANCE",,"30.2 irreg","1","19.50",,,"3","V3A 5C3",,,"BC",,,,
"R2316517","Residential Detached","S","962 CEMETERY ROAD","Gibsons & Area","1990","House with Acreage","28","Sunshine Coast","Gibsons","12/16/2018","Sandy Bellamy","3","$3,107.44","10/16/2018","009-068-694",,,"11/22/2018","$625,000","$317.90","0.96","3","3","RU2","$649,000","37","1,966","$317.90","0.96","House with Acreage","2",,"604-741-1122","3.25% ON THE FIRST $100,000 AND 1.16% ON THE BALANCE",,"350'","1","120.00",,,"8","V0N 1V7",,,"BC",,,,
"R2313386","Residential Detached","S","9417 COOTE STREET","Chilliwack E Young-Yale","2001","House/Single Family","17","Chilliwack","Chilliwack","3/8/2019","LEANNE DROLET","3","$3,086.17","10/8/2018","024-835-803",,,"11/17/2018","$625,000","$293.01","0.98","3","4","RA-1","$639,900","40","2,133","$293.01","0.98","House/Single Family","2",,"778-840-7211","3% 1ST $100,000 /1.25 BAL ***BONUS $2000 IF SOLD BY NOVEMBER 15, 2018***",,"0","1","0.00",,,"6","V2P 6B7",,,"BC",,,,
"R2323034","Residential Attached","S","304 3178 DAYANEE SPRINGS BOULEVARD","Westwood Plateau","2012","Apartment/Condo","6","Coquitlam","Coquitlam","5/1/2019","AMY BROWN","2","$2,484.01","11/14/2018","028-978-781","5","$336.00","11/19/2018","$625,000","$618.81","1.00","2","2","STRATA","$625,000","5","1,010","$618.81","1.00","Apartment/Condo","1",,"604-700-5031","3.255% ON THE FIRST $100,000.00 AND 1.1625% ON THE BALANCE",,,"0",,,,"2","V3E 0B9",,,"BC",,,,
"R2317275","Residential Attached","S","2 6350 142 STREET","Sullivan Station","2013","Townhouse","5","Surrey","Surrey","4/30/2019","Kulvir Sahota","2","$2,252.63","10/22/2018","029-126-924",,"$244.75","11/19/2018","$627,000","$357.47","0.97","3","4","CD","$649,000","28","1,754","$357.47","0.97","Townhouse","1",,"778-863-2472","S-3.22% 1ST 100K/1.15% BAL",,,"1",,,,,"V3X 1B8",,"Upon accepted offer","BC",,,,
"R2317371","Residential Attached","S","8 12311 CAMBIE ROAD","East Cambie","1989","Townhouse","29","Richmond","Richmond","3/7/2019","ZOBAIR","2","$1,784.01","10/22/2018","014-309-891",,"$250.00","11/17/2018","$628,000","$542.31","0.96","2","2","MFD","$655,000","26","1,158","$542.31","0.96","Townhouse","1",,"778-237-7703","3.255% ON 1ST $100,000 & 1.1625% ON BAL","CAMBIE COURT",,"1",,,,"2","V6V 1G5",,,"BC",,,,
"R2324820","Residential Attached","S","1502 3131 KETCHESON ROAD","West Cambie","2016","Apartment/Condo","2","Richmond","Richmond","11/30/2019","GARRY NIP","1","$1,402.89","11/23/2018","029-966-108",,"$322.16","11/24/2018","$628,000","$1,046.67","1.00","1","2","ZHR10","$628,800","1","600","$1,046.67","1.00","Apartment/Condo","1",,"604-338-8788","3.255% ON FIRST $100,000 AND 1.1625% ON REMAINING",,,"0",,,,,"V6X 0N4",,,"BC",,,,
"R2306565","Residential Attached","S","170 16488 64 AVENUE","Cloverdale BC","2018","Townhouse","0","Cloverdale","Surrey","9/23/2019","Arietta  or touchbase","2","$0.00","9/14/2018","030-377-447",,"$164.95","11/27/2018","$628,571","$397.58","0.94","3","3","MFR","$669,900","74","1,581","$397.58","0.94","Townhouse","1",,"604-377-7688","2.55% ON THE FIRST $100,000 AND 1.1625% ON THE REMAINDER","Harvest at Bose Farm",,"1",,,,"2","V3S 6X6",,"under construction - new","BC",,,,
"R2302417","Residential Attached","S","18 19330 69 AVENUE","Clayton","2007","Townhouse","11","Cloverdale","Surrey","12/3/2018","Touchbase or Text to CK please","2","$2,477.43","9/3/2018","027-304-973",,"$303.74","11/14/2018","$629,000","$317.68","0.94","3","3","MR 30","$667,000","72","1,980","$317.68","0.94","Townhouse","1",,"604-722-2525","S-IF SOLD AT FULL PRICE $9,717.50 OR 3.25% 1ST 100K/1.1% BAL","MONTEBELLO",,"1",,,,"2","V4N 0Z2",,,"BC",,,,
"R2305860","Residential Attached","S","3 7250 122 STREET","West Newton","1994","Townhouse","24","Surrey","Surrey","3/11/2019","Vijay Virk","2","$2,287.39","9/12/2018","018-395-716",,"$261.18","11/19/2018","$630,000","$357.55","0.95","3","4","RM","$659,800","68","1,762","$357.55","0.90","Townhouse","1",,"604-590-2444","3.22% ON 1ST $100,000 & 1.15% ON BALANCE",,,"1",,,,"2","V3W 1B4",,"Upon acceptance","BC",,,,
"R2307290","Residential Attached","S","5301 5111 GARDEN CITY ROAD","Brighouse","2006","Apartment/Condo","12","Richmond","Richmond","12/17/2018",,"2","$1,656.48","9/17/2018","026-555-042","4","$263.79","11/14/2018","$630,000","$667.37","0.96","2","2","RCL1","$658,000","58","944","$667.37","0.94","Apartment/Condo","1",,"604-265-7890","3.25% OF 1ST $100K AND 1.16% OF THE BALANCE",,,"0",,,,"1","V6X 4H4",,,"BC",,,,
"R2317206","Residential Detached","S","32656 MARSHALL ROAD","Abbotsford West","1977","House/Single Family","41","Abbotsford","Abbotsford","12/31/2018","Shinder Gill","1","$3,450.94","10/22/2018","002-184-222",,,"11/21/2018","$630,000","$484.62","0.97","2","3","RS3","$649,900","30","1,300","$484.62","0.97","House/Single Family","1",,"604-859-2341","2.5% ON THE FIRST 100K/ 1.15% ON THE BALANCE.",,"120","1","70.00",,,"10","V2T 4A2",,"upon acceptance of the offer","BC",,,,
"R2317789","Residential Attached","S","2804 438 SEYMOUR STREET","Downtown VW","1996","Apartment/Condo","22","Vancouver West","Vancouver","4/22/2019","REZA","1","$1,472.82","10/23/2018","023-411-317",,"$415.82","11/21/2018","$630,000","$1,111.11","0.97","1","1","CD-1","$649,000","29","567","$1,111.11","0.97","Apartment/Condo","1",,"604-619-7392","3.22%-1ST $100K/1.15% BAL","CONFERENCE PLAZA",,"0",,,,"1","V6B 6H4",,,"BC",,,,
"R2319875","Residential Attached","S","185 13898 64 AVENUE","Sullivan Station","2018","Townhouse","0","Surrey","Surrey","3/31/2019","Alvi","3","$0.00","11/1/2018","030-511-895",,"$197.84","11/27/2018","$630,000","$375.45","0.97","4","4","MF","$648,000","26","1,678","$375.45","0.97","Townhouse","1",,"604-723-9934","3.22% ON FIRST 100K / 1.15% ON THE BALANCE","Panorama West Coast",,"1",,,,"2","V3W 1L6",,"Upon accepted offer","BC",,,,
"R2315222","Residential Attached","S","2604 3100 WINDSOR GATE","New Horizons","2018","Apartment/Condo","0","Coquitlam","Coquitlam","5/31/2019","TERESA","2","$0.00","10/14/2018","030-517-095",,"$234.18","11/21/2018","$630,000","$761.79","0.94","2","2","RM6","$668,000","38","827","$761.79","0.92","Apartment/Condo","1",,"604-505-8776","3.25%  ON 1ST $100,000 / 1.16% ON BALANCE",,,"0",,,,"1","V3B 0P3",,"SELLER NEVER LIVED IN","BC",,,,
"R2322566","Residential Attached","S","3711 4670 ASSEMBLY WAY","Metrotown","2018","Apartment/Condo","0","Burnaby South","Burnaby","4/30/2019","James Liu","1","$0.00","11/12/2018","030-575-125",,"$223.96","11/25/2018","$631,000","$1,074.96","0.90","1","1","APT","$699,000","13","587","$1,074.96","0.90","Apartment/Condo","1",,"604-417-0067","3.15% ON FIRST $100,000 AND 1.15% ON BALANCE",,,"0",,,,"1","V5H 0H3",,,"BC",,,,
"R2289877","Residential Detached","S","17 1911 WOODSIDE BOULEVARD","Mt Woodside","2010","House/Single Family","8","Harrison Mills / Mt Woodside","Agassiz","1/16/2019","Dan Friesen","2","$2,926.58","7/17/2018","028-060-938",,"$75.00","11/17/2018","$631,000","$269.08","0.97","3","3","CD2","$649,000","123","2,345","$269.08","0.97","House/Single Family","1",,"604-751-6799","$9,000",,"157","1","50.00",,,"6","V0M 1A1",,,"BC",,,,
"R2291323","Residential Detached","S","47890 HANSOM ROAD","Chilliwack River Valley","1979","House/Single Family","39","Sardis","Sardis - Chwk River Valley","1/19/2019","BRYAN OR EMMA","2","$2,453.22","7/19/2018","006-315-623",,,"11/19/2018","$631,600","$210.53","1.03","2","3","R","$614,900","123","3,000","$210.53","0.97","House/Single Family","1",,"604-858-7179","2.5% 1ST $100,000/0.75% BAL **COMMISSION PAYABLE UPON 1ST PHYSICAL INTRO TO PPTY, OTHERWISE $1,000.00**",,"0/0.51 AC","2","138.90",,,,"V2R 4R9",,"FORECLOSURE","BC",,,,
"R2317955","Residential Attached","S","623 289 E 6TH AVENUE","Mount Pleasant VE","2015","Apartment/Condo","3","Vancouver East","Vancouver","4/30/2019","Nick","1","$1,425.42","10/23/2018","029-594-529",,"$207.53","11/22/2018","$634,000","$1,126.11","0.98","1","1","IC-3","$649,900","30","563","$1,126.11","0.98","Apartment/Condo","1",,"604-307-3953","3.255%-1ST $100K/1.1625% BAL","SHINE",,"0",,,,"1","V5T 0E9",,,"BC",,,,
"R2281886","Residential Attached","S","1163 BENNET DRIVE","Citadel PQ","2006","Townhouse","12","Port Coquitlam","Port Coquitlam","12/31/2018","Parisa","2","$2,601.95","6/19/2018","026-933-489",,"$355.48","11/20/2018","$635,000","$363.27","0.98","3","4","STRATA","$648,888","154","1,748","$363.27","0.92","Townhouse","1",,"604-339-3496","3.1 PERCENT OF THE FIRST $100,000.00 AND 1.1 PERCENT OF THE BALANCE","THE SUMMIT",,"1",,,,"2","V3C 6H2",,"Owner Never Lived","BC",,,,
"R2318227","Residential Attached","S","103 9399 TOMICKI AVENUE","West Cambie","2011","Apartment/Condo","7","Richmond","Richmond","1/31/2019","John","2","$1,812.20","10/25/2018","028-606-124","4","$347.91","11/26/2018","$635,000","$618.31","0.98","2","2","MF","$649,000","32","1,027","$618.31","0.92","Apartment/Condo","1",,"778-881-3198","3.25% ON FIRST $100,000 & 1.16% ON BALANCE","Cambridge Park",,"0",,,,"2","V6X 0H6",,,"BC",,,,
"R2323112","Residential Attached","S","63 15588 32 AVENUE","Grandview Surrey","2014","Townhouse","4","South Surrey White Rock","Surrey","4/30/2019","Touchbase please","2","$2,453.27","11/15/2018","029-496-578",,"$229.11","11/23/2018","$635,000","$379.10","0.91","3","3","STRATA","$699,000","8","1,675","$379.10","0.91","Townhouse","1",,"604-908-4996","4% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE.","The Woods - South Surrey",,"0",,,,"2","V3Z 0G3",,,"BC",,,,
"R2314679","Residential Attached","S","10 7128 STRIDE AVENUE","Edmonds BE","2003","Townhouse","15","Burnaby East","Burnaby","1/31/2019","TOUCHBASE","1","$2,284.29","10/9/2018","025-542-711",,"$327.91","11/26/2018","$638,000","$615.83","0.96","2","2","CD","$668,000","48","1,036","$615.83","0.96","Townhouse","1",,,"3.255% ON 1ST $100,000/1.1625% ON BAL",,,"1",,,,"2","V3N 1T5",,,"BC",,,,
"R2320904","Residential Attached","S","39 1141 EAGLERIDGE DRIVE","Eagle Ridge CQ","1980","Townhouse","38","Coquitlam","Coquitlam","2/5/2019","CANDACE","1","$2,298.78","11/5/2018","001-773-704","2","$282.29","11/15/2018","$638,000","$481.87","0.98","2","3","RM1","$650,000","10","1,324","$481.87","0.98","Townhouse","1",,"604-781-9701","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","EAGLERIDGE VILLAS",,"1",,,,"1","V3E 1K1",,,"BC",,,,
"R2301853","Residential Attached","S","5 45554 TAMIHI WAY","Vedder S Watson-Promontory","2014","Townhouse","4","Sardis","Sardis","12/15/2018","Bryan","2","$3,476.94","9/4/2018","029-465-257","3","$351.90","11/16/2018","$639,900","$316.47","0.98","3","2","CD-10","$649,900","73","2,022","$316.47","0.96","Townhouse","1",,"604-798-8974","3% 1ST $100,000 / 1.15% BAL","Penny Lane at Brixton Station",,"1",,,,"2","V2R 0X1",,,"BC",,,,
"R2320563","Residential Attached","S","615 159 W 2ND AVENUE","False Creek","2018","Apartment/Condo","0","Vancouver West","Vancouver","1/31/2019","0000","1","$0.00","11/5/2018","030-311-365",,"$282.79","11/15/2018","$640,000","$1,113.04","0.98","1","1","CD-1","$655,000","10","575","$1,113.04","0.98","Apartment/Condo","1",,"000-000-0000","3.22% ON THE FIRST $100K + 1.15% ON THE BALANCE","TOWER GREEN",,"0",,,,"1","V5Y 0L8",,,"BC",,,,
"R2319718","Residential Attached","S","117 3382 VIEWMOUNT DRIVE","Port Moody Centre","2012","Townhouse","6","Port Moody","Port Moody","2/28/2019",,"2","$2,129.36","10/31/2018","028-995-244",,"$162.02","11/23/2018","$640,000","$615.38","0.99","3","3","MF","$649,000","23","1,040","$615.38","0.99","Townhouse","1",,,"3.2% 1ST 100K/1.15% BAL",,"0","1","0.00",,,"1","V3H 2M1",,,"BC",,,,
"R2321702","Residential Detached","S","32998 WHIDDEN AVENUE","Mission BC","1981","House/Single Family","37","Mission","Mission","5/15/2019","Touchbase or Cate","2","$2,961.12","11/7/2018","000-661-279",,,"11/14/2018","$640,000","$226.23","0.94","3","3","R558","$679,500","7","2,829","$226.23","0.94","House/Single Family","1",,"604-814-4900","3.22% ON THE FIRST $100,000 / 1.15% ON THE BALANCE",,"126.79","1","64.51",,,"6","V2V 6B5",,,"BC",,,,
