"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2319758","Residential Detached","S","3066 MCMILLAN ROAD","Abbotsford East","1990","House/Single Family","28","Abbotsford","Abbotsford","5/31/2019","Joanne","3","$3,814.04","10/30/2018","008-036-900",,,"11/4/2018","$607,000","$268.82","0.99","3","5","RS3","$615,000","5","2,258","$268.82","0.99","House/Single Family","1",,"604-807-4290","3.22% 1ST 100K/1.15% BAL","East Abbotsford","126","2","60.00",,,"5","V2S 6A8",,"upon accepted offer","BC",,,,
"R2318750","Residential Attached","S","24 35626 MCKEE ROAD","Abbotsford East","2010","Townhouse","8","Abbotsford","Abbotsford","3/31/2019","Steve","2","$2,692.57","10/29/2018","028-276-507",,"$260.56","11/5/2018","$607,500","$301.64","0.99","3","3","RM30","$615,000","7","2,014","$301.64","0.99","Townhouse","1",,"604-302-3882","$7,000.00","Ledgeview Villas",,"1",,,,"4","V3G 2L6",,,"BC",,,,
"R2298935","Residential Attached","S","62 16222 23A AVENUE","Grandview Surrey","2013","Townhouse","5","South Surrey White Rock","Surrey","11/21/2018","TOUCHBASE Glenn Dennis","3","$1,979.65","8/21/2018","028-997-425",,"$280.20","11/7/2018","$608,000","$421.93","0.97","3","4","CD","$629,000","78","1,441","$421.93","0.91","Townhouse","1",,"604-541-4888","3.22% ON THE 1ST $100,000; 1.15% ON THE BALANCE","BREEZE",,"0",,,,"2","V3Z 6P4",,,"BC",,,,
"R2309034","Residential Detached","S","2 1131 EMERY ROAD","Roberts Creek","2001","House/Single Family","17","Sunshine Coast","Roberts Creek","12/31/2018","Allen or Ed","1","$2,372.11","9/21/2018","025-823-655",,"$120.00","11/10/2018","$608,000","$475.74","0.97","2","3","RM","$625,000","50","1,278","$475.74","0.97","House/Single Family","1",,"604-865-1923","3.255% ON THE FIRST 100K AND 1.1625 ON THE BALANCE WITH FIRST INTRODUCTION OR 2.44% ON THE FIRST 100K AND .87 ON THE BALANCE",,"97","0","53.00",,,"1","V0N 2W0",,,"BC",,,,
"R2318562","Residential Detached","S","33518 9TH AVENUE","Mission BC","1983","House/Single Family","35","Mission","Mission","4/15/2019","Touchbase","2","$2,824.65","10/26/2018","004-949-757",,,"11/13/2018","$610,000","$303.48","0.98","3","4","R558","$624,900","18","2,010","$303.48","0.98","House/Single Family","2",,"604-768-5555","3.22% ON THE FIRST 100,000 AND 1.15% ON THE BALANCE","Heritage Park","55","2","92.00",,,"4","V2V 2J1",,,"BC",,,,
"R2320019","Residential Attached","S","10 9559 130A STREET","Queen Mary Park Surrey","2000","Townhouse","18","Surrey","Surrey","4/30/2019","KEVIN LU","3","$2,048.96","11/1/2018","024-810-452",,"$342.38","11/12/2018","$610,000","$341.16","0.99","4","4","RM-30","$615,000","11","1,788","$341.16","0.99","Townhouse","1",,"778-320-3708","S-3.22% 1ST 100K/1.15% BAL",,,"1",,,,"2","V3V 5N9",,,"BC",,,,
"R2320322","Residential Attached","S","403 2201 PINE STREET","Fairview VW","1991","Apartment/Condo","27","Vancouver West","Vancouver","1/2/2019","Sue Johnson","1","$1,167.49","11/2/2018","016-814-282",,"$252.35","11/11/2018","$614,000","$930.30","0.99","1","1","C-3A","$619,000","9","660","$930.30","0.99","Apartment/Condo","1",,"604-802-2200","3.255% ON THE 1ST $100,000 & 1.1625% ON THE BALANCE","Meridian Cove",,"0",,,,"1","V6J 5E7",,"Never Lived in","BC",,,,
"R2319880","Residential Detached","S","33427 LYNN AVENUE","Central Abbotsford","1966","House/Single Family","52","Abbotsford","Abbotsford","3/1/2019","Travis Oddy","2","$2,977.94","10/31/2018","010-321-845",,,"11/3/2018","$614,000","$247.58","0.99","2","4","RS3","$619,000","3","2,480","$247.58","0.99","House/Single Family","1",,"604-855-6289","3.22% ON THE FIRST $100,000   & 1.15% ON THE BALANCE","OCP - URBAN INFILL 3","130","2","60.00",,,"5","V2S 1E2",,,"BC",,,,
"R2274387","Residential Attached","S","504 1012 AUCKLAND STREET","Uptown NW","2019","Apartment/Condo","0","New Westminster","New Westminster","12/31/2018","Mary Porohowski","2","$0.00","5/30/2018","004-413-644",,"$273.82","11/14/2018","$614,500","$729.81","0.88","2","2","CD-69","$699,000","168","842","$729.81","0.85","Apartment/Condo","1",,"604-908-7653","3.255% ON THE 1ST $100,000; 1.1625% ONE THE BALANCE","The Capitol",,"0",,,,"1","V3M 1K8",,"Under construction","BC",,,,
"R2316019","Residential Attached","S","2306 2980 ATLANTIC AVENUE","North Coquitlam","2009","Apartment/Condo","9","Coquitlam","Coquitlam","1/15/2019",,"2","$2,119.65","10/17/2018","028-080-793",,"$254.44","11/4/2018","$615,000","$706.90","0.95","2","2","MF","$648,000","18","870","$706.90","0.95","Apartment/Condo","1",,,"3.255% ON 1ST $100,000/1.1625% ON BAL",,,"0",,,,,"V3B 0G2",,,"BC",,,,
"R2319125","Residential Detached","S","10275 HALDI LAKE ROAD","Haldi","2006","House with Acreage","12","PG City South (Zone 74)","Prince George","2/28/2019","ANGELA","3","$6,021.49","10/27/2018","018-875-050",,,"11/2/2018","$615,000","$188.19","0.99","4","4","AR2","$619,900","6","3,268","$188.19","0.99","House with Acreage","2",,"250-565-7505","3% UP TO $100,000 / 1% OF BALANCE","HALDI LAKE ROAD","0","1","0.00",,,"10","V2N 6J5",,,"BC",,,,
"R2285551","Residential Detached","S","34840 MCLEOD AVENUE","Abbotsford East","1979","House/Single Family","39","Abbotsford","Abbotsford","12/3/2018","Navi","2","$3,479.65","7/3/2018","005-171-849",,,"11/14/2018","$615,000","$288.73","0.93","3","4","RS3","$659,000","134","2,130","$288.73","0.84","House/Single Family","1",,"778-552-0018","3% ON THE FIRST $100,000 AND 1.15% ON THE REMAINING BALANCE.",,,"1","60.00",,,"3","V3G 1G9",,,"BC",,,,
"R2320820","Residential Attached","S","3511 4670 ASSEMBLY WAY","Metrotown","2018","Apartment/Condo","0","Burnaby South","Burnaby","1/5/2019","WAYNE, BRITTANY AND HOLLY","1","$0.00","11/5/2018","030-274-927","56","$223.96","11/6/2018","$615,000","$1,047.70","0.98","1","1","APT","$629,900","1","587","$1,047.70","0.98","Apartment/Condo","1",,"604-512-1234","3.255% ON THE FIRST $100,000 & 1.1625% ON THE BALANCE.","STATION SQUARE 2",,"0",,,,"1","V5H 0H3",,,"BC",,,,
"R2319062","Residential Attached","S","34 7059 210 STREET","Willoughby Heights","2015","Townhouse","3","Langley","Langley","2/26/2019","Kathy Porter","2","$3,368.94","10/26/2018","029-775-833",,"$168.69","11/14/2018","$615,000","$353.25","0.97","3","3","CD-101","$634,900","19","1,741","$353.25","0.96","Townhouse","1",,"604-889-3932","3.22% ON THE FIRST $100,000/1.15% ON THE REMAINING BALANCE","Alder at Milner Heights",,"1",,,,"2","V2Y 0T2",,,"BC",,,,
"R2315517","Residential Detached","S","3481 OLD CLAYBURN ROAD","Abbotsford East","1977","House/Single Family","41","Abbotsford","Abbotsford","1/16/2019","Jim or Dan","2","$3,670.03","10/16/2018","004-210-506",,,"11/3/2018","$615,000","$345.12","0.99","2","4","RS3","$620,000","18","1,782","$345.12","0.98","House/Single Family","1",,"604-859-2341","3.22% ON THE FIRST $100,000, 1.15% ON THE BALANCE",,"121","0","62.00",,,"6","V2S 7H2",,,"BC",,,,
"R2319730","Residential Attached","S","33 8560 162 STREET","Fleetwood Tynehead","1990","Townhouse","28","Surrey","Surrey","12/28/2018","Use Touchbase please","2","$2,498.17","10/31/2018","016-213-840",,"$326.22","11/8/2018","$615,000","$346.09","0.98","3","3","RM-15","$625,000","8","1,777","$346.09","0.98","Townhouse","1",,"604-507-0200","4.22% ON THE FIRST $100,000 AND 1.15% ON THE REMAINING BALANCE UPON FIRST PHYSICAL INTRODUCTION,OTHERWISE $500","Lakewood Green",,"1",,,,"2","V4N 1B4",,,"BC",,,,
"R2312100","Residential Attached","S","45 20852 77A AVENUE","Willoughby Heights","2015","Townhouse","3","Langley","Langley","4/3/2019","TAZ CHEEMA","2","$3,380.08","10/3/2018","029-638-852",,"$153.54","11/5/2018","$615,888","$455.20","0.98","3","3","CD77","$629,999","33","1,353","$455.20","0.95","Townhouse","1",,"778-255-6555","S-3.22% 1ST 100K/1.15% BAL+$5000 BONUS","ARCADIA",,"0",,,,"2","V2R 0R8",,,"BC",,,,
"R2306344","Residential Detached","S","45180 BLUEJAY AVENUE","Sardis West Vedder Rd","1988","House/Single Family","30","Sardis","Sardis","12/31/2018","Diane Jacobi","2","$3,075.61","9/13/2018","009-094-601",,,"11/1/2018","$616,000","$331.72","0.96","3","3","R1A","$640,000","49","1,857","$331.72","0.92","House/Single Family","1",,"604-792-0077","3% 1ST $100,000/1.25% BAL",,,"1","50.00",,,"3","V2R 2V2",,,"BC",,,,
"R2301319","Residential Detached","S","8073 EAGLE CRESCENT","Mission BC","1973","House/Single Family","45","Mission","Mission","8/29/2019","TOUCHBASE","1","$2,328.61","8/29/2018","004-895-592",,,"11/10/2018","$617,500","$270.48","0.95","2","3","R558","$650,000","73","2,283","$270.48","0.88","House/Single Family","1",,"604-615-9800","3.22 % ON THE FIRST $100,000 AND    1.15% ON BALANCE.",,,"1","52.60",,,,"V2V 3H1",,,"BC",,,,
"R2312600","Residential Attached","S","709 3168 RIVERWALK AVENUE","Champlain Heights","2015","Apartment/Condo","3","Vancouver East","Vancouver","4/3/2019","PAUL ZHANG","1","$1,737.66","10/3/2018","029-656-745","7","$324.76","11/5/2018","$618,000","$744.58","0.91","1","2","CD1","$679,000","33","830","$744.58","0.88","Apartment/Condo","1",,"778-998-8879","3.255% ON THE 1ST $100,000 / 1.1625% ON BALANCE","SHORELINE BY POLYGON",,"0",,,,"1","V5S 0B8",,,"BC",,,,
"R2311698","Residential Detached","S","6520 SWANSON STREET","Sardis West Vedder Rd","1982","House/Single Family","36","Sardis","Sardis","4/2/2019","Catharine Deveau","2","$3,106.31","10/1/2018","003-075-290",,,"11/7/2018","$620,000","$242.38","0.95","3","3","R1-A","$649,900","37","2,558","$242.38","0.95","House/Single Family","1",,"604-846-7355","3% 1ST $100,000 / 1.15% BAL",,"97","2","61.00",,,"6","V2R 1R2",,,"BC",,,,
"R2316133","Residential Attached","S","8 2217 MARMOT PLACE","Whistler Creek","1987","Townhouse","31","Whistler","Whistler","1/31/2019","JANE HEIM","1","$2,546.62","10/17/2018","008-964-726",,"$308.00","11/14/2018","$620,000","$1,097.35","0.99","1","1","RTA13","$629,000","28","565","$1,097.35","0.94","Townhouse","1",,"604-935-0802","3% ON THE FIRST $100,000 AND 1.5% ON THE BALANCE","POWDERVIEW",,"1",,,,"1","V0N 1B2",,,"BC",,,,
"R2313809","Residential Attached","S","701 1331 W GEORGIA STREET","Coal Harbour","1997","Apartment/Condo","21","Vancouver West","Vancouver","3/31/2019","Vito","1","$1,188.05","10/10/2018","023-700-637","33","$378.43","11/4/2018","$620,000","$1,115.11","0.97","1","1","RES","$639,000","25","556","$1,115.11","0.97","Apartment/Condo","1",,"604-377-2272","3.2% ON THE FIRST $100,000 AND 1.15% ON THE REMAINDER.","The Pointe",,"0",,,,"0","V6E 4P1",,,"BC",,,,
"R2290988","Residential Attached","S","54 9339 ALBERTA ROAD","McLennan North","2003","Townhouse","15","Richmond","Richmond","1/18/2019","VIVIA YAO","2","$1,322.46","7/18/2018","025-761-650",,"$274.19","11/5/2018","$620,000","$647.18","0.94","3","2","MF","$659,000","110","958","$647.18","0.91","Townhouse","1",,"778-321-1023","3.255% ON 1ST $100,000/1.1625% ON BAL",,,"1",,,,"1","V6Y 4E3",,,"BC",,,,
"R2319015","Residential Attached","S","861 BLACKSTOCK ROAD","North Shore Pt Moody","1977","Townhouse","41","Port Moody","Port Moody","1/29/2019","Touchbase","1","$1,869.93","10/29/2018","001-539-213","2","$251.00","11/11/2018","$620,000","$566.21","0.99","2","3","RM3","$625,000","13","1,095","$566.21","0.99","Townhouse","1",,"604-805-3115","3.22% OF THE FIRST $100,000 / 1.15% OF THE BALANCE.","Woodside Village",,"0","0.00",,,"2","V3H 3R9",,,"BC",,,,
"R2319313","Residential Attached","S","40 2332 RANGER LANE","Riverwood","2013","Townhouse","5","Port Coquitlam","Port Coquitlam","10/30/2019","Annie","2","$2,519.72","10/30/2018","029-153-336",,"$182.34","11/4/2018","$620,000","$483.62","1.05","2","2","RTH3","$589,900","5","1,282","$483.62","1.05","Townhouse","1",,"778-998-5933","3.255% ON THE FIRST 100,000 AND 1.1625% ON THE BALANCE.",,,"0","0.00",,,"2","V3B 0J4",,,"BC",,,,
"R2305892","Residential Attached","S","2802 777 RICHARDS STREET","Downtown VW","2016","Apartment/Condo","2","Vancouver West","Vancouver","3/30/2019","CARLO","1","$1,742.59","9/10/2018","029-848-075",,"$260.76","11/12/2018","$620,000","$1,260.16","0.95","1","1","APTMT","$649,800","63","492","$1,260.16","0.95","Apartment/Condo","1",,"604-763-1063","3.255% ON 1ST $100,000 AND 1.162% ON BALANCE","TELUS GARDEN",,"0",,,,,"V6M 0M6",,,"BC",,,,
"R2258275","Residential Detached","S","21948 ACADIA STREET","West Central","1958","House/Single Family","60","Maple Ridge","Maple Ridge","12/31/2018","JOHN HALLIWELL","2","$3,678.09","4/16/2018","010-288-066",,,"11/8/2018","$620,000","$271.33","0.98","2","3","RS1","$629,900","206","2,285","$271.33","0.69","House/Single Family","1",,"604-309-6799","3.255% ON $100,000 AND 1.1625% ON BALANCE",,"115","2","72.00",,,"3","V2X 3B6",,,"BC",,,,
"R2313409","Residential Attached","S","407 221 E 3RD STREET","Lower Lonsdale","2014","Apartment/Condo","4","North Vancouver","North Vancouver","12/10/2018","see realtor remarks","1","$2,033.06","10/9/2018","029-331-196",,"$342.68","11/7/2018","$624,000","$845.53","0.96","1","2","MF","$649,000","16","738","$845.53","0.96","Apartment/Condo","1",,"000-000-0000","3.22% ON FIRST $100,000 AND 1.15% ON THE BALANCE",,,"0",,,,"1","V7L 0C1",,,"BC",,,,
"R2318956","Residential Detached","S","3715 DUNDEE PLACE","Central Abbotsford","1981","House/Single Family","37","Abbotsford","Abbotsford","4/29/2019",,"2","$3,529.09","10/29/2018","005-718-562",,,"11/11/2018","$625,000","$270.10","0.96","3","4","RS3","$649,000","13","2,314","$270.10","0.96","House/Single Family","1",,,"3.22% ON THE 1ST 100K AND 1.15% ON THE BALANCE",,,"1","0.00",,,"4","V2S 7A5",,,"BC",,,,
"R2270525","Residential Detached","S","4890 206 STREET","Langley City","1975","House/Single Family","43","Langley","Langley","11/30/2018","Wes, Brandon, Leanna","1","$3,570.95","5/22/2018","005-694-248",,,"11/15/2018","$625,000","$387.48","0.96","2","3","RS1","$648,888","177","1,613","$387.48","0.86","House/Single Family","1",,"604-530-4111","3.22% ON FIRST $100,000 AND 1.15% ON ANY BALANCE",,"30.2 irreg","1","19.50",,,"3","V3A 5C3",,,"BC",,,,
"R2315870","Residential Attached","S","401 2627 SHAUGHNESSY STREET","Central Pt Coquitlam","2008","Apartment/Condo","10","Port Coquitlam","Port Coquitlam","1/31/2019","RYAN ALTY","2","$2,134.55","10/16/2018","027-624-951","4","$382.48","11/8/2018","$625,000","$505.25","0.98","2","2","APT","$639,900","23","1,237","$505.25","0.98","Apartment/Condo","1",,"604-375-7373","3.255% ON THE FIRST $100,000.00 AND 1.1625% ON THE BALANCE","Villagio 1",,"1",,,,"2","V3C 0E1",,,"BC",,,,
"R2317033","Residential Detached","S","5839 MANCHESTER PLACE","Vedder S Watson-Promontory","1992","House/Single Family","26","Sardis","Sardis","4/17/2019","Dennis","2","$3,506.90","10/17/2018","017-435-773",,,"11/10/2018","$625,000","$337.66","0.99","3","3","R1A","$632,000","24","1,851","$337.66","0.96","House/Single Family","1",,"778-998-1964","3% 1ST $100,000 / 1.25% BAL",,"104","1","65.00",,,"4","V2R 3G2",,,"BC",,,,
"R2308172","Residential Attached","S","2705 2968 GLEN DRIVE","North Coquitlam","2012","Apartment/Condo","6","Coquitlam","Coquitlam","4/30/2019","Olivia and Jark","2","$2,145.51","9/17/2018","028-870-778","32","$246.47","11/10/2018","$625,001","$727.59","1.00","2","2","CD","$628,000","54","859","$727.59","1.04","Apartment/Condo","1",,"604-790-9945","3.255% ON THE 1ST $100,000; 1.1625% ON THE BALANCE",,,"0",,,,"1","V3B 0C4",,,"BC",,,,
"R2313023","Residential Attached","S","1607 602 CITADEL PARADE","Downtown VW","2007","Apartment/Condo","11","Vancouver West","Vancouver","3/31/2019","TEXT","1","$1,419.25","10/5/2018","027-302-822",,"$299.32","11/3/2018","$628,000","$1,006.41","0.98","1","1","CD-1","$639,000","29","624","$1,006.41","0.98","Apartment/Condo","1",,"604-312-2366","3.255% ON 1ST 100K/1.1625% ON BAL","SPECTRUM 4",,"0",,,,"0","V6B 1X2",,"SELLER NEVER LIVED IN","BC",,,,
"R2314499","Residential Attached","S","28 16363 85 AVENUE","Fleetwood Tynehead","1991","Townhouse","27","Surrey","Surrey","1/15/2019","Mike Marfori PREC*","2","$2,138.82","10/15/2018","017-265-614",,"$297.74","11/12/2018","$628,000","$281.36","0.97","3","3","MR15","$650,000","28","2,232","$281.36","0.97","Townhouse","1",,"604-722-0099","3.22% ON THE FIRST $100,000 & 1.15% ON THE BALANCE.","Somerset Lane",,"1",,,,"2","V4N 3K1",,"To be completed upon Accepted Offer","BC",,,,
"R2302417","Residential Attached","S","18 19330 69 AVENUE","Clayton","2007","Townhouse","11","Cloverdale","Surrey","12/3/2018","Touchbase or Text to CK please","2","$2,477.43","9/3/2018","027-304-973",,"$303.74","11/14/2018","$629,000","$317.68","0.94","3","3","MR 30","$667,000","72","1,980","$317.68","0.94","Townhouse","1",,"604-722-2525","S-IF SOLD AT FULL PRICE $9,717.50 OR 3.25% 1ST 100K/1.1% BAL","MONTEBELLO",,"1",,,,"2","V4N 0Z2",,,"BC",,,,
"R2306729","Residential Attached","S","803 4505 HAZEL STREET","Forest Glen BS","1998","Apartment/Condo","20","Burnaby South","Burnaby","3/30/2019","SHELLA","2","$2,158.73","9/14/2018","023-988-771",,"$359.53","11/8/2018","$630,000","$606.35","0.90","2","2","RES","$697,000","55","1,039","$606.35","0.88","Apartment/Condo","1",,"604-716-6604","3.25% ON THE FIRST $100,000 AND 1.1625% ON REMAINING BALANCE",,,"1",,,,"1","V5H 4T1",,,"BC",,,,
"R2320133","Residential Attached","S","202 2483 YEW STREET","Kitsilano","1993","Apartment/Condo","25","Vancouver West","Vancouver","3/31/2019","PARISA","0","$1,141.16","11/1/2018","018-099-050","7","$279.79","11/2/2018","$630,000","$1,008.00","1.01","1","1","C-3A","$625,000","1","625","$1,008.00","1.01","Apartment/Condo","1",,"604-339-3496","3.225% OF THE FIRST $100,000.00 AND 1.1625% ON BALANCE W/PHYSICAL INTRODUCTION IN ALL VISITS INCLUDING OPEN HOUSE OTHERWISE $1000",,,"1",,,,"1","V6K 3H3",,,"BC",,,,
"R2302117","Residential Attached","S","107 16447 64 AVENUE","Cloverdale BC","2009","Apartment/Condo","9","Cloverdale","Surrey","1/4/2019","Laurie","2","$2,395.12","9/4/2018","027-792-544","3","$469.94","11/7/2018","$630,000","$428.86","0.97","2","2","CD","$649,880","64","1,469","$428.86","0.97","Apartment/Condo","1",,"604-583-2000","3.22% ON THE FIRST $100,000 & 1.15% ON THE BALANCE","St. Andrews",,"1",,,,"2","V3S 6V7",,,"BC",,,,
"R2309226","Residential Attached","S","63 19913 70 AVENUE","Willoughby Heights","2016","Townhouse","2","Langley","Langley","12/31/2018","Christie Youm","2","$2,956.32","9/24/2018","029-953-782",,"$227.91","11/8/2018","$630,000","$414.75","0.96","3","3","CD","$658,000","45","1,519","$414.75","0.92","Townhouse","1",,"604-761-4929","S-3.22% 1ST 100K/1.15% BAL PLUS GST","The Brooks",,"0",,,,"2","V2Y 0S9",,,"BC",,,,
"R2312825","Residential Attached","S","7 1456 EVERALL STREET","White Rock","2011","Townhouse","7","South Surrey White Rock","White Rock","1/4/2019","Melanie Sasso","2","$2,839.44","10/4/2018","028-600-789",,"$309.67","11/12/2018","$630,000","$433.29","0.90","3","3","ROW","$699,000","39","1,454","$433.29","0.90","Townhouse","1",,"604-531-1111","S-3.22% 1ST 100K/1.15% BAL","DORSET GARDENS",,"1",,,,,"V4B 3S8",,,"BC",,,,
"R2307290","Residential Attached","S","5301 5111 GARDEN CITY ROAD","Brighouse","2006","Apartment/Condo","12","Richmond","Richmond","12/17/2018",,"2","$1,656.48","9/17/2018","026-555-042","4","$263.79","11/14/2018","$630,000","$667.37","0.96","2","2","RCL1","$658,000","58","944","$667.37","0.94","Apartment/Condo","1",,"604-265-7890","3.25% OF 1ST $100K AND 1.16% OF THE BALANCE",,,"0",,,,"1","V6X 4H4",,,"BC",,,,
"R2320015","Residential Attached","S","1101 1133 HOMER STREET","Yaletown","2008","Apartment/Condo","10","Vancouver West","Vancouver","8/31/2019","JAMES MORI","1","$1,601.90","10/31/2018","027-602-885",,"$234.65","11/11/2018","$630,000","$1,145.45","0.97","1","1","DD","$650,000","11","550","$1,145.45","0.97","Apartment/Condo","1",,"604-290-3371","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE",,,"0",,,,"1","V6B 0B1",,,"BC",,,,
"R2298106","Residential Attached","S","34 20831 70 AVENUE","Willoughby Heights","2011","Townhouse","7","Langley","Langley","12/31/2018","Ross Van Der Hoek","2","$3,144.10","8/16/2018","028-300-530",,"$204.54","11/7/2018","$634,000","$331.07","0.99","3","3","CD-18","$638,000","83","1,915","$331.07","0.95","Townhouse","1",,"604-773-5191","3.0% ON THE 1ST $100,000 AND 1.15% ON THE REMAINING BALANCE","Radius",,"1",,,,"4","V2Y 0H1",,,"BC",,,,
"R2313326","Residential Attached","S","16 18199 70 AVENUE","Cloverdale BC","2008","Townhouse","10","Cloverdale","Surrey","10/4/2019","Touch Base Lee","2","$2,535.67","10/5/2018","027-580-172",,"$265.81","11/11/2018","$634,500","$332.37","0.98","3","3","MR","$649,000","37","1,909","$332.37","0.95","Townhouse","1",,"604-850-4998","3.22% ON THE FIRST $100,000 / 1.15% ON THE BALANCE","Augusta /Clayton Area",,"1",,,,"2","V3S 2N9",,,"BC",,,,
"R2317895","Residential Attached","S","303 725 MARINE DRIVE","Hamilton","2018","Apartment/Condo","0","North Vancouver","North Vancouver","12/24/2018","SUZY KIM","2","$0.00","10/24/2018","030-562-911","5","$333.18","11/6/2018","$635,900","$841.14","1.00","2","2","CD-655","$635,900","13","756","$841.14","1.00","Apartment/Condo","1",,"604-770-1966","2%","MARINE + FELL",,"0",,,,"1","V7M 0G2",,,"BC",,,,
"R2318678","Residential Attached","S","13 22711 NORTON COURT","Hamilton RI","1996","Townhouse","22","Richmond","Richmond","1/31/2019","Michael Lee","2","$1,671.09","10/24/2018","023-511-729",,"$293.05","11/7/2018","$636,000","$416.50","1.06","3","3","ZT11","$599,000","14","1,527","$416.50","1.06","Townhouse","1",,"604-603-9829","3.255% OF 1ST $100K & 1.1625% ON BAL",,,"1",,,,,"V6V 2W7",,,"BC",,,,
"R2319967","Residential Attached","S","415 221 E 3RD STREET","Lower Lonsdale","2014","Apartment/Condo","4","North Vancouver","North Vancouver","12/31/2018","Adina","1","$2,030.10","10/31/2018","029-331-277",,"$342.68","11/11/2018","$636,000","$845.74","0.98","1","2","CONDO","$649,900","11","752","$845.74","0.98","Apartment/Condo","1",,"778-881-7115","3.25% ON $100,000 & 1.16% ON BALANCE","ORIZON",,"0",,,,"1","V7L 0C1",,,"BC",,,,
"R2320904","Residential Attached","S","39 1141 EAGLERIDGE DRIVE","Eagle Ridge CQ","1980","Townhouse","38","Coquitlam","Coquitlam","2/5/2019","CANDACE","1","$2,298.78","11/5/2018","001-773-704","2","$282.29","11/15/2018","$638,000","$481.87","0.98","2","3","RM1","$650,000","10","1,324","$481.87","0.98","Townhouse","1",,"604-781-9701","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","EAGLERIDGE VILLAS",,"1",,,,"1","V3E 1K1",,,"BC",,,,
"R2318863","Residential Attached","S","11 2352 PITT RIVER ROAD","Mary Hill","1988","Townhouse","30","Port Coquitlam","Port Coquitlam","4/29/2019","KRISTA","2","$2,294.57","10/29/2018","012-381-608",,"$355.56","11/4/2018","$639,000","$373.03","0.98","3","3","RTH3","$649,000","6","1,713","$373.03","0.98","Townhouse","1",,"604-725-2494","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","SHAUGHNESSY ESTATES","0","1","0.00",,,,"V3C 5Y2",,,"BC",,,,
"R2305959","Residential Attached","S","1057 LOMBARDY DRIVE","Lincoln Park PQ","1981","1/2 Duplex","37","Port Coquitlam","Port Coquitlam","3/12/2019","SHIRLEY","1","$2,814.48","9/12/2018","001-747-967",,,"11/2/2018","$640,000","$487.43","0.96","2","3","RT1","$664,000","51","1,313","$487.43","0.91","1/2 Duplex","1",,"604-671-1060","3.225% ON THE 1ST $100,000/1.1625% ON BALANCE","LINCOLN PARK","0","1","0.00",,,"3","V3B 5P6",,,"BC",,,,
"R2306109","Residential Detached","S","34972 BERNINA COURT","Abbotsford East","1980","House/Single Family","38","Abbotsford","Abbotsford","3/14/2019","Christel","3","$3,646.00","9/14/2018","002-265-192",,,"11/4/2018","$640,000","$216.22","0.99","4","5","RS3","$649,000","51","2,960","$216.22","0.94","House/Single Family","1",,"778-240-5126","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE.","Glenn Mountain","110","2","50.00",,,"3","V3G 1C2",,,"BC",,,,
"R2321702","Residential Detached","S","32998 WHIDDEN AVENUE","Mission BC","1981","House/Single Family","37","Mission","Mission","5/15/2019","Touchbase or Cate","2","$2,961.12","11/7/2018","000-661-279",,,"11/14/2018","$640,000","$226.23","0.94","3","3","R558","$679,500","7","2,829","$226.23","0.94","House/Single Family","1",,"604-814-4900","3.22% ON THE FIRST $100,000 / 1.15% ON THE BALANCE",,"126.79","1","64.51",,,"6","V2V 6B5",,,"BC",,,,
"R2311012","Residential Attached","S","4206 6538 NELSON AVENUE","Metrotown","2017","Apartment/Condo","1","Burnaby South","Burnaby","9/30/2019","Terence Leung","1","$1,625.29","9/28/2018","030-161-291",,"$217.32","11/13/2018","$640,000","$1,259.84","0.97","1","1","CD-1","$658,000","46","508","$1,259.84","0.97","Apartment/Condo","1",,"604-760-0008","3.2 ON 1ST 100K 1.1% ON BAL","Met 2 by Concord Pacific",,"0",,,,"2","V5H 0G5",,,"BC",,,,
"R2320563","Residential Attached","S","615 159 W 2ND AVENUE","False Creek","2018","Apartment/Condo","0","Vancouver West","Vancouver","1/31/2019","0000","1","$0.00","11/5/2018","030-311-365",,"$282.79","11/15/2018","$640,000","$1,113.04","0.98","1","1","CD-1","$655,000","10","575","$1,113.04","0.98","Apartment/Condo","1",,"000-000-0000","3.22% ON THE FIRST $100K + 1.15% ON THE BALANCE","TOWER GREEN",,"0",,,,"1","V5Y 0L8",,,"BC",,,,
